,URL,pages,description,prix,Enchère ou vente
115,https://www.zoopla.co.uk//new-homes/details/54165345?search_identifier=da4a7aa09a3e8961feb0847e3012d9d8,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=2,2 bed flat for sale,632000.0,vente
2547,https://www.zoopla.co.uk//new-homes/details/54118307?search_identifier=c7f699d8dc072d33fa2bb65cbe563ec6,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=26,2 bed flat for sale,632500.0,vente
823,https://www.zoopla.co.uk//for-sale/details/54151971?search_identifier=53e48c5723f36dcf12d90e69a71ff408,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=9,3 bed semi-detached house for sale,635000.0,vente
615,https://www.zoopla.co.uk//for-sale/details/54155739?search_identifier=7628ff5369be1389d7c928a9eb4c75d1,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=7,3 bed semi-detached house for sale,635000.0,vente
96,https://www.zoopla.co.uk//for-sale/details/54165784?search_identifier=e431d2b21f8c113b686bf52a8d653f6a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0,2 bed semi-detached house for sale,635000.0,vente
4217,https://www.zoopla.co.uk//for-sale/details/54089130?search_identifier=4a383953bb5d5f63baf930d0fea37709,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=43,3 bed semi-detached house for sale,635000.0,vente
3386,https://www.zoopla.co.uk//for-sale/details/54102900?search_identifier=fa66bf652959bd95b74ac0d613701526,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=34,2 bed property for sale,635000.0,vente
2455,https://www.zoopla.co.uk//for-sale/details/54120223?search_identifier=bd268dfed7c29988402539b9a6ce422b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=25,4 bed semi-detached house for sale,635000.0,vente
2254,https://www.zoopla.co.uk//for-sale/details/54124299?search_identifier=7855bd28b4f8269093228e149b31c366,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=23,5 bed property for sale,635000.0,vente
1456,https://www.zoopla.co.uk//new-homes/details/54140631?search_identifier=b689049719149171b1503742a6e12f89,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=15,3 bed flat for sale,635000.0,vente
373,https://www.zoopla.co.uk//for-sale/details/54161335?search_identifier=3ffddd95675a599ff5ad36a8a9913c84,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=4,2 bed flat for sale,635000.0,vente
1743,https://www.zoopla.co.uk//for-sale/details/54136828?search_identifier=c8eff9ff1a3aecce5a182c764ac10624,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=18,3 bed end terrace house for sale,635000.0,vente
4606,https://www.zoopla.co.uk//for-sale/details/54078301?search_identifier=572b0c58279461dfb83c64c7bb4df3f5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=47,2 bed flat for sale,635000.0,vente
4281,https://www.zoopla.co.uk//for-sale/details/54086498?search_identifier=4a383953bb5d5f63baf930d0fea37709,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=43,1 bed flat for sale,635000.0,vente
3822,https://www.zoopla.co.uk//for-sale/details/51435840?search_identifier=821909f7980636a44357a204c6cd4dde,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=39,3 bed semi-detached house for sale,639000.0,vente
156,https://www.zoopla.co.uk//for-sale/details/54165091?search_identifier=da4a7aa09a3e8961feb0847e3012d9d8,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=2,2 bed flat for sale,639950.0,vente
1704,https://www.zoopla.co.uk//for-sale/details/54137392?search_identifier=c8eff9ff1a3aecce5a182c764ac10624,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=18,2 bed flat for sale,639950.0,vente
3450,https://www.zoopla.co.uk//new-homes/details/54121525?search_identifier=9dc7c865aa4092bf72c6a483b1191463,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=35,2 bed flat for sale,640000.0,vente
2554,https://www.zoopla.co.uk//for-sale/details/54118872?search_identifier=c7f699d8dc072d33fa2bb65cbe563ec6,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=26,2 bed flat for sale,640000.0,vente
4681,https://www.zoopla.co.uk//new-homes/details/54077366?search_identifier=572b0c58279461dfb83c64c7bb4df3f5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=47,3 bed flat for sale,640000.0,vente
4081,https://www.zoopla.co.uk//for-sale/details/54091249?search_identifier=7a8541b13a993b61d4666d1416e42352,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=41,2 bed flat for sale,640000.0,Enchères
3288,https://www.zoopla.co.uk//for-sale/details/54104451?search_identifier=5ca92ebc399a151af28b9cfe6a327213,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=33,3 bed flat for sale,640000.0,vente
3530,https://www.zoopla.co.uk//for-sale/details/54100119?search_identifier=4ca3ac5f42f9829a770bdf952ab50893,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=36,3 bed flat for sale,640000.0,vente
1457,https://www.zoopla.co.uk//new-homes/details/54140604?search_identifier=b689049719149171b1503742a6e12f89,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=15,3 bed flat for sale,640000.0,vente
4478,https://www.zoopla.co.uk//for-sale/details/54080235?search_identifier=67ba0911be9c61924e653e74da3148eb,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=45,3 bed terraced house for sale,640000.0,vente
2468,https://www.zoopla.co.uk//for-sale/details/54120050?search_identifier=bd268dfed7c29988402539b9a6ce422b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=25,3 bed terraced house for sale,640000.0,vente
422,https://www.zoopla.co.uk//for-sale/details/54159750?search_identifier=4b04934ec25d0fa93e83ae8b9deb67ef,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=5,2 bed flat for sale,640000.0,vente
1458,https://www.zoopla.co.uk//new-homes/details/54140619?search_identifier=b689049719149171b1503742a6e12f89,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=15,3 bed flat for sale,640000.0,vente
2361,https://www.zoopla.co.uk//for-sale/details/54121517?search_identifier=3db859b17f7188303fb67108baf9eeb7,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=24,1 bed flat for sale,640000.0,vente
4205,https://www.zoopla.co.uk//for-sale/details/54089339?search_identifier=4a383953bb5d5f63baf930d0fea37709,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=43,3 bed terraced house for sale,640000.0,vente
3449,https://www.zoopla.co.uk//new-homes/details/54101945?search_identifier=9dc7c865aa4092bf72c6a483b1191463,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=35,2 bed flat for sale,640000.0,vente
1600,https://www.zoopla.co.uk//for-sale/details/54138706?search_identifier=8d5ef7abd61f7b0d233372bb90b5f0bc,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=17,3 bed semi-detached house for sale,645000.0,vente
97,https://www.zoopla.co.uk//for-sale/details/54165708?search_identifier=e431d2b21f8c113b686bf52a8d653f6a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0,4 bed end terrace house for sale,645000.0,vente
3035,https://www.zoopla.co.uk//for-sale/details/54108718?search_identifier=ae19cf55e1b8f615f85bc82ca1b01fb1,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=31,4 bed detached house for sale,645000.0,vente
4145,https://www.zoopla.co.uk//for-sale/details/54090449?search_identifier=0c7007bf60077d229b892565fe7c0df3,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=42,2 bed flat for sale,649000.0,vente
612,https://www.zoopla.co.uk//for-sale/details/54156040?search_identifier=7628ff5369be1389d7c928a9eb4c75d1,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=7,2 bed flat for sale,649000.0,vente
2043,https://www.zoopla.co.uk//for-sale/details/54129347?search_identifier=81df929a334627b4b26f5398e1ff779b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=21,2 bed flat for sale,649500.0,vente
2507,https://www.zoopla.co.uk//for-sale/details/54119536?search_identifier=c7f699d8dc072d33fa2bb65cbe563ec6,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=26,2 bed flat for sale,649950.0,vente
3678,https://www.zoopla.co.uk//new-homes/details/54097388?search_identifier=e2ef349b8061d18709a6a85a84a6f39c,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=37,3 bed flat for sale,649950.0,vente
1894,https://www.zoopla.co.uk//for-sale/details/54134487?search_identifier=92c224e336c3061160fdc18c13247ef4,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=19,3 bed flat for sale,649950.0,vente
3476,https://www.zoopla.co.uk//for-sale/details/51314730?search_identifier=9dc7c865aa4092bf72c6a483b1191463,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=35,2 bed flat for sale,649999.0,vente
1081,https://www.zoopla.co.uk//for-sale/details/54147865?search_identifier=fe807ecfbac015f02352bddcb4d44f93,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=11,2 bed flat for sale,650000.0,vente
377,https://www.zoopla.co.uk//for-sale/details/54161281?search_identifier=3ffddd95675a599ff5ad36a8a9913c84,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=4,3 bed terraced house for sale,650000.0,vente
2666,https://www.zoopla.co.uk//for-sale/details/54116157?search_identifier=b2405fab13ec430939762f5907ff3366,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=27,3 bed detached house for sale,650000.0,vente
1472,https://www.zoopla.co.uk//for-sale/details/54140463?search_identifier=b689049719149171b1503742a6e12f89,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=15,1 bed flat for sale,650000.0,vente
3374,https://www.zoopla.co.uk//new-homes/details/54103110?search_identifier=fa66bf652959bd95b74ac0d613701526,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=34,2 bed flat for sale,650000.0,vente
2577,https://www.zoopla.co.uk//for-sale/details/54118426?search_identifier=c7f699d8dc072d33fa2bb65cbe563ec6,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=26,3 bed semi-detached house for sale,650000.0,vente
3751,https://www.zoopla.co.uk//for-sale/details/54095731?search_identifier=126ebb161c184d66f0c85a917d8aca4b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=38,2 bed flat for sale,650000.0,vente
1096,https://www.zoopla.co.uk//for-sale/details/54147606?search_identifier=fe807ecfbac015f02352bddcb4d44f93,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=11,4 bed terraced house for sale,650000.0,vente
2533,https://www.zoopla.co.uk//for-sale/details/54119158?search_identifier=c7f699d8dc072d33fa2bb65cbe563ec6,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=26,2 bed flat for sale,650000.0,vente
535,https://www.zoopla.co.uk//for-sale/details/54157543?search_identifier=c4c4522d09a4180e525e6a6b5efe62e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=6,2 bed terraced house for sale,650000.0,vente
562,https://www.zoopla.co.uk//for-sale/details/37884274?search_identifier=c4c4522d09a4180e525e6a6b5efe62e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=6,2 bed flat for sale,650000.0,vente
566,https://www.zoopla.co.uk//for-sale/details/54157395?search_identifier=c4c4522d09a4180e525e6a6b5efe62e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=6,2 bed flat for sale,650000.0,vente
2617,https://www.zoopla.co.uk//for-sale/details/54116983?search_identifier=b2405fab13ec430939762f5907ff3366,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=27,1 bed flat for sale,650000.0,vente
3511,https://www.zoopla.co.uk//new-homes/details/54100899?search_identifier=4ca3ac5f42f9829a770bdf952ab50893,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=36,2 bed flat for sale,650000.0,vente
3399,https://www.zoopla.co.uk//for-sale/details/54102772?search_identifier=fa66bf652959bd95b74ac0d613701526,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=34,2 bed flat for sale,650000.0,vente
537,https://www.zoopla.co.uk//for-sale/details/54157519?search_identifier=c4c4522d09a4180e525e6a6b5efe62e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=6,2 bed flat for sale,650000.0,vente
556,https://www.zoopla.co.uk//for-sale/details/54157423?search_identifier=c4c4522d09a4180e525e6a6b5efe62e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=6,4 bed property for sale,650000.0,vente
1460,https://www.zoopla.co.uk//new-homes/details/54140587?search_identifier=b689049719149171b1503742a6e12f89,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=15,3 bed flat for sale,650000.0,vente
311,https://www.zoopla.co.uk//for-sale/details/51480424?search_identifier=3ffddd95675a599ff5ad36a8a9913c84,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=4,2 bed flat for sale,650000.0,vente
583,https://www.zoopla.co.uk//for-sale/details/54157201?search_identifier=c4c4522d09a4180e525e6a6b5efe62e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=6,3 bed flat for sale,650000.0,vente
3549,https://www.zoopla.co.uk//for-sale/details/54099781?search_identifier=4ca3ac5f42f9829a770bdf952ab50893,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=36,2 bed flat for sale,650000.0,vente
3470,https://www.zoopla.co.uk//for-sale/details/54101784?search_identifier=9dc7c865aa4092bf72c6a483b1191463,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=35,5 bed semi-detached house for sale,650000.0,vente
1291,https://www.zoopla.co.uk//for-sale/details/54143738?search_identifier=e8a31cfb56cfc8829bdea22a56efac86,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=13,8 bed semi-detached house for sale,650000.0,vente
957,https://www.zoopla.co.uk//for-sale/details/54149851?search_identifier=40eb412b77e323cbd846caf27f840b62,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=10,3 bed semi-detached house for sale,650000.0,vente
546,https://www.zoopla.co.uk//for-sale/details/54157466?search_identifier=c4c4522d09a4180e525e6a6b5efe62e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=6,2 bed flat for sale,650000.0,vente
3492,https://www.zoopla.co.uk//for-sale/details/54101637?search_identifier=9dc7c865aa4092bf72c6a483b1191463,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=35,Studio for sale,650000.0,vente
4802,https://www.zoopla.co.uk//for-sale/details/54075928?search_identifier=6e021a797919b125b060dfed191d21b4,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=49,4 bed semi-detached house for sale,650000.0,vente
4112,https://www.zoopla.co.uk//for-sale/details/54090853?search_identifier=0c7007bf60077d229b892565fe7c0df3,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=42,2 bed flat for sale,650000.0,vente
771,https://www.zoopla.co.uk//for-sale/details/54152752?search_identifier=b76c80d2603f19c8f29aeb2044a454fd,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=8,3 bed detached house for sale,650000.0,vente
1688,https://www.zoopla.co.uk//for-sale/details/54137577?search_identifier=8d5ef7abd61f7b0d233372bb90b5f0bc,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=17,3 bed semi-detached house for sale,650000.0,vente
4169,https://www.zoopla.co.uk//for-sale/details/54089738?search_identifier=0c7007bf60077d229b892565fe7c0df3,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=42,3 bed terraced house for sale,650000.0,vente
3263,https://www.zoopla.co.uk//for-sale/details/52464032?search_identifier=5ca92ebc399a151af28b9cfe6a327213,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=33,3 bed semi-detached house for sale,650000.0,vente
3344,https://www.zoopla.co.uk//for-sale/details/54103540?search_identifier=fa66bf652959bd95b74ac0d613701526,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=34,3 bed town house for sale,650000.0,vente
4134,https://www.zoopla.co.uk//for-sale/details/54090621?search_identifier=0c7007bf60077d229b892565fe7c0df3,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=42,2 bed flat for sale,650000.0,vente
1295,https://www.zoopla.co.uk//new-homes/details/54143707?search_identifier=e8a31cfb56cfc8829bdea22a56efac86,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=13,2 bed flat for sale,650000.0,vente
1572,https://www.zoopla.co.uk//for-sale/details/54139199?search_identifier=741597e526e0bc932b16b74bb1c9f5e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=16,2 bed property for sale,650000.0,vente
402,https://www.zoopla.co.uk//for-sale/details/54159944?search_identifier=4b04934ec25d0fa93e83ae8b9deb67ef,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=5,1 bed flat for sale,650000.0,vente
3267,https://www.zoopla.co.uk//for-sale/details/54104778?search_identifier=5ca92ebc399a151af28b9cfe6a327213,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=33,5 bed semi-detached house for sale,650000.0,vente
1514,https://www.zoopla.co.uk//for-sale/details/54139913?search_identifier=741597e526e0bc932b16b74bb1c9f5e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=16,5 bed detached house for sale,650000.0,vente
2834,https://www.zoopla.co.uk//for-sale/details/54112336?search_identifier=1768e58e3707f3b23fb796f0ef9ce5bb,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=29,2 bed maisonette for sale,650000.0,vente
1946,https://www.zoopla.co.uk//for-sale/details/54131885?search_identifier=0cb778de590597a515574175c255df80,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=20,1 bed flat for sale,650000.0,vente
4441,https://www.zoopla.co.uk//for-sale/details/54081003?search_identifier=67ba0911be9c61924e653e74da3148eb,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=45,4 bed semi-detached bungalow for sale,650000.0,vente
2344,https://www.zoopla.co.uk//for-sale/details/54121939?search_identifier=3db859b17f7188303fb67108baf9eeb7,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=24,3 bed end terrace house for sale,650000.0,vente
3034,https://www.zoopla.co.uk//for-sale/details/54108725?search_identifier=ae19cf55e1b8f615f85bc82ca1b01fb1,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=31,2 bed flat for sale,650000.0,vente
4443,https://www.zoopla.co.uk//for-sale/details/54080994?search_identifier=67ba0911be9c61924e653e74da3148eb,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=45,2 bed flat for sale,650000.0,vente
2349,https://www.zoopla.co.uk//for-sale/details/54121853?search_identifier=3db859b17f7188303fb67108baf9eeb7,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=24,4 bed semi-detached house for sale,650000.0,vente
1911,https://www.zoopla.co.uk//for-sale/details/54132904?search_identifier=0cb778de590597a515574175c255df80,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=20,2 bed flat for sale,650000.0,vente
3556,https://www.zoopla.co.uk//for-sale/details/54099644?search_identifier=4ca3ac5f42f9829a770bdf952ab50893,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=36,2 bed flat for sale,650000.0,vente
131,https://www.zoopla.co.uk//for-sale/details/54165367?search_identifier=da4a7aa09a3e8961feb0847e3012d9d8,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=2,4 bed semi-detached house for sale,650000.0,vente
2757,https://www.zoopla.co.uk//for-sale/details/54114589?search_identifier=aead6369aaf688945fcc6ca2557d2b20,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=28,2 bed flat for sale,650000.0,vente
4465,https://www.zoopla.co.uk//for-sale/details/54080532?search_identifier=67ba0911be9c61924e653e74da3148eb,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=45,3 bed terraced house for sale,650000.0,vente
2371,https://www.zoopla.co.uk//for-sale/details/54121417?search_identifier=3db859b17f7188303fb67108baf9eeb7,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=24,3 bed flat for sale,650000.0,vente
3840,https://www.zoopla.co.uk//for-sale/details/54094713?search_identifier=821909f7980636a44357a204c6cd4dde,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=39,1 bed flat for sale,650000.0,vente
3114,https://www.zoopla.co.uk//for-sale/details/54107624?search_identifier=e0ee2bc9f7f06ac362fecc655241c48c,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=32,2 bed terraced house for sale,650000.0,vente
3827,https://www.zoopla.co.uk//for-sale/details/54094840?search_identifier=821909f7980636a44357a204c6cd4dde,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=39,3 bed semi-detached house for sale,650000.0,vente
3129,https://www.zoopla.co.uk//for-sale/details/54107415?search_identifier=e0ee2bc9f7f06ac362fecc655241c48c,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=32,2 bed flat for sale,650000.0,vente
3137,https://www.zoopla.co.uk//for-sale/details/54107354?search_identifier=e0ee2bc9f7f06ac362fecc655241c48c,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=32,2 bed flat for sale,650000.0,vente
1796,https://www.zoopla.co.uk//for-sale/details/54136177?search_identifier=c8eff9ff1a3aecce5a182c764ac10624,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=18,2 bed flat for sale,650000.0,vente
1793,https://www.zoopla.co.uk//for-sale/details/54136195?search_identifier=c8eff9ff1a3aecce5a182c764ac10624,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=18,2 bed flat for sale,650000.0,vente
4085,https://www.zoopla.co.uk//for-sale/details/54091179?search_identifier=7a8541b13a993b61d4666d1416e42352,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=41,3 bed semi-detached house for sale,650000.0,vente
3008,https://www.zoopla.co.uk//for-sale/details/54110165?search_identifier=ae19cf55e1b8f615f85bc82ca1b01fb1,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=31,4 bed flat for sale,650000.0,vente
3918,https://www.zoopla.co.uk//for-sale/details/54093810?search_identifier=d4baacc450a5ae752fb3a19f5972dc5a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=40,4 bed end terrace house for sale,650000.0,vente
3003,https://www.zoopla.co.uk//for-sale/details/54110193?search_identifier=ae19cf55e1b8f615f85bc82ca1b01fb1,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=31,4 bed terraced house for sale,650000.0,vente
4299,https://www.zoopla.co.uk//for-sale/details/54085994?search_identifier=4a383953bb5d5f63baf930d0fea37709,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=43,4 bed property for sale,650000.0,vente
3560,https://www.zoopla.co.uk//for-sale/details/54099608?search_identifier=4ca3ac5f42f9829a770bdf952ab50893,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=36,3 bed end terrace house for sale,650000.0,vente
