,URL,pages,description,prix,Enchère ou vente
3611,https://www.zoopla.co.uk//for-sale/details/44054530?search_identifier=e2ef349b8061d18709a6a85a84a6f39c,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=37,1 bed flat for sale,249995.0,vente
3499,https://www.zoopla.co.uk//for-sale/details/51111937?search_identifier=9dc7c865aa4092bf72c6a483b1191463,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=35,2 bed flat for sale,249995.0,vente
3866,https://www.zoopla.co.uk//for-sale/details/54094455?search_identifier=821909f7980636a44357a204c6cd4dde,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=39,2 bed semi-detached house for sale,250000.0,vente
2239,https://www.zoopla.co.uk//for-sale/details/54124482?search_identifier=7855bd28b4f8269093228e149b31c366,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=23,1 bed flat for sale,250000.0,vente
3119,https://www.zoopla.co.uk//for-sale/details/54107583?search_identifier=e0ee2bc9f7f06ac362fecc655241c48c,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=32,3 bed flat for sale,250000.0,vente
2221,https://www.zoopla.co.uk//for-sale/details/54124742?search_identifier=7855bd28b4f8269093228e149b31c366,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=23,2 bed maisonette for sale,250000.0,vente
4832,https://www.zoopla.co.uk//for-sale/details/54075477?search_identifier=6e021a797919b125b060dfed191d21b4,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=49,3 bed terraced house for sale,250000.0,vente
3845,https://www.zoopla.co.uk//for-sale/details/54094661?search_identifier=821909f7980636a44357a204c6cd4dde,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=39,2 bed end terrace house for sale,250000.0,vente
3172,https://www.zoopla.co.uk//for-sale/details/54106688?search_identifier=e0ee2bc9f7f06ac362fecc655241c48c,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=32,2 bed flat for sale,250000.0,vente
2198,https://www.zoopla.co.uk//for-sale/details/54125164?search_identifier=485f3d09a6279ecdebd5fa1f71aab668,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=22,1 bed flat for sale,250000.0,vente
4335,https://www.zoopla.co.uk//for-sale/details/54085352?search_identifier=c896488009676d2754e19f5d80e08912,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=44,2 bed flat for sale,250000.0,vente
2137,https://www.zoopla.co.uk//for-sale/details/54126031?search_identifier=485f3d09a6279ecdebd5fa1f71aab668,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=22,1 bed flat for sale,250000.0,vente
2124,https://www.zoopla.co.uk//for-sale/details/54126733?search_identifier=485f3d09a6279ecdebd5fa1f71aab668,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=22,2 bed flat for sale,250000.0,vente
3820,https://www.zoopla.co.uk//for-sale/details/54094928?search_identifier=821909f7980636a44357a204c6cd4dde,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=39,4 bed terraced house for sale,250000.0,vente
1076,https://www.zoopla.co.uk//for-sale/details/54147947?search_identifier=fe807ecfbac015f02352bddcb4d44f93,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=11,1 bed flat for sale,250000.0,vente
3269,https://www.zoopla.co.uk//for-sale/details/54104773?search_identifier=5ca92ebc399a151af28b9cfe6a327213,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=33,1 bed flat for sale,250000.0,vente
4880,https://www.zoopla.co.uk//for-sale/details/54074793?search_identifier=6e021a797919b125b060dfed191d21b4,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=49,2 bed flat for sale,250000.0,vente
656,https://www.zoopla.co.uk//for-sale/details/54155232?search_identifier=7628ff5369be1389d7c928a9eb4c75d1,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=7,2 bed flat for sale,250000.0,vente
2058,https://www.zoopla.co.uk//for-sale/details/54128928?search_identifier=81df929a334627b4b26f5398e1ff779b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=21,2 bed flat for sale,250000.0,vente
2025,https://www.zoopla.co.uk//for-sale/details/54129592?search_identifier=81df929a334627b4b26f5398e1ff779b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=21,1 bed flat for sale,250000.0,vente
4837,https://www.zoopla.co.uk//for-sale/details/54075369?search_identifier=6e021a797919b125b060dfed191d21b4,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=49,2 bed terraced house for sale,250000.0,vente
14,https://www.zoopla.co.uk//for-sale/details/54166902?search_identifier=e431d2b21f8c113b686bf52a8d653f6a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0,2 bed flat for sale,250000.0,vente
2373,https://www.zoopla.co.uk//for-sale/details/54121427?search_identifier=3db859b17f7188303fb67108baf9eeb7,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=24,1 bed flat for sale,250000.0,vente
3335,https://www.zoopla.co.uk//new-homes/details/54103677?search_identifier=fa66bf652959bd95b74ac0d613701526,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=34,1 bed flat for sale,250000.0,vente
2688,https://www.zoopla.co.uk//for-sale/details/54115887?search_identifier=b2405fab13ec430939762f5907ff3366,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=27,1 bed flat for sale,250000.0,vente
503,https://www.zoopla.co.uk//for-sale/details/54158258?search_identifier=c4c4522d09a4180e525e6a6b5efe62e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=6,1 bed flat for sale,250000.0,vente
541,https://www.zoopla.co.uk//for-sale/details/54157486?search_identifier=c4c4522d09a4180e525e6a6b5efe62e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=6,1 bed flat for sale,250000.0,vente
4178,https://www.zoopla.co.uk//for-sale/details/54104639?search_identifier=0c7007bf60077d229b892565fe7c0df3,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=42,1 bed flat for sale,250000.0,vente
2755,https://www.zoopla.co.uk//for-sale/details/54114635?search_identifier=aead6369aaf688945fcc6ca2557d2b20,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=28,1 bed flat for sale,250000.0,vente
2532,https://www.zoopla.co.uk//for-sale/details/54119241?search_identifier=c7f699d8dc072d33fa2bb65cbe563ec6,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=26,1 bed flat for sale,250000.0,vente
561,https://www.zoopla.co.uk//for-sale/details/54157406?search_identifier=c4c4522d09a4180e525e6a6b5efe62e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=6,Studio for sale,250000.0,vente
25,https://www.zoopla.co.uk//for-sale/details/54166696?search_identifier=e431d2b21f8c113b686bf52a8d653f6a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0,1 bed flat for sale,250000.0,vente
4790,https://www.zoopla.co.uk//for-sale/details/54076081?search_identifier=cddf4390077aadc405d46f0373930128,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=48,3 bed terraced house for sale,250000.0,vente
2786,https://www.zoopla.co.uk//for-sale/details/54114303?search_identifier=aead6369aaf688945fcc6ca2557d2b20,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=28,1 bed flat for sale,250000.0,vente
576,https://www.zoopla.co.uk//for-sale/details/54157296?search_identifier=c4c4522d09a4180e525e6a6b5efe62e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=6,2 bed maisonette for sale,250000.0,vente
2845,https://www.zoopla.co.uk//for-sale/details/54112159?search_identifier=1768e58e3707f3b23fb796f0ef9ce5bb,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=29,1 bed flat for sale,250000.0,vente
860,https://www.zoopla.co.uk//for-sale/details/54151085?search_identifier=53e48c5723f36dcf12d90e69a71ff408,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=9,Studio for sale,250000.0,vente
2902,https://www.zoopla.co.uk//for-sale/details/54111254?search_identifier=25971fe6e2637a7010d0b8b56ed1cfc2,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=30,1 bed flat for sale,250000.0,vente
2469,https://www.zoopla.co.uk//for-sale/details/54120022?search_identifier=bd268dfed7c29988402539b9a6ce422b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=25,1 bed flat for sale,250000.0,vente
4753,https://www.zoopla.co.uk//for-sale/details/54076499?search_identifier=cddf4390077aadc405d46f0373930128,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=48,3 bed terraced house for sale,250000.0,vente
3900,https://www.zoopla.co.uk//for-sale/details/54094045?search_identifier=d4baacc450a5ae752fb3a19f5972dc5a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=40,2 bed flat for sale,250000.0,vente
190,https://www.zoopla.co.uk//for-sale/details/54164770?search_identifier=da4a7aa09a3e8961feb0847e3012d9d8,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=2,2 bed flat for sale,250000.0,vente
3897,https://www.zoopla.co.uk//for-sale/details/54094085?search_identifier=821909f7980636a44357a204c6cd4dde,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=39,3 bed semi-detached house for sale,250000.0,vente
2439,https://www.zoopla.co.uk//for-sale/details/54120427?search_identifier=bd268dfed7c29988402539b9a6ce422b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=25,2 bed flat for sale,250000.0,vente
2419,https://www.zoopla.co.uk//for-sale/details/54120621?search_identifier=bd268dfed7c29988402539b9a6ce422b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=25,1 bed flat for sale,250000.0,vente
3042,https://www.zoopla.co.uk//for-sale/details/54108654?search_identifier=ae19cf55e1b8f615f85bc82ca1b01fb1,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=31,1 bed flat for sale,250000.0,vente
1459,https://www.zoopla.co.uk//for-sale/details/54140599?search_identifier=b689049719149171b1503742a6e12f89,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=15,1 bed flat for sale,250000.0,vente
4800,https://www.zoopla.co.uk//for-sale/details/54075942?search_identifier=6e021a797919b125b060dfed191d21b4,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=49,3 bed terraced house for sale,250000.0,vente
742,https://www.zoopla.co.uk//for-sale/details/54153718?search_identifier=b76c80d2603f19c8f29aeb2044a454fd,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=8,4 bed semi-detached house for sale,250000.0,vente
999,https://www.zoopla.co.uk//for-sale/details/54149307?search_identifier=40eb412b77e323cbd846caf27f840b62,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=10,1 bed flat for sale,250000.0,vente
3698,https://www.zoopla.co.uk//for-sale/details/47135639?search_identifier=e2ef349b8061d18709a6a85a84a6f39c,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=37,2 bed flat for sale,250000.0,vente
1766,https://www.zoopla.co.uk//for-sale/details/54136531?search_identifier=c8eff9ff1a3aecce5a182c764ac10624,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=18,Studio for sale,250000.0,vente
4434,https://www.zoopla.co.uk//for-sale/details/54081099?search_identifier=67ba0911be9c61924e653e74da3148eb,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=45,1 bed flat for sale,250000.0,vente
1575,https://www.zoopla.co.uk//for-sale/details/54139094?search_identifier=741597e526e0bc932b16b74bb1c9f5e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=16,1 bed flat for sale,250000.0,vente
3501,https://www.zoopla.co.uk//for-sale/details/54101593?search_identifier=4ca3ac5f42f9829a770bdf952ab50893,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=36,2 bed maisonette for sale,250000.0,vente
79,https://www.zoopla.co.uk//for-sale/details/46928687?search_identifier=e431d2b21f8c113b686bf52a8d653f6a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0,2 bed flat for sale,250000.0,vente
3656,https://www.zoopla.co.uk//for-sale/details/53052020?search_identifier=e2ef349b8061d18709a6a85a84a6f39c,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=37,2 bed flat for sale,250000.0,vente
1758,https://www.zoopla.co.uk//for-sale/details/54136661?search_identifier=c8eff9ff1a3aecce5a182c764ac10624,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=18,1 bed flat for sale,250000.0,vente
920,https://www.zoopla.co.uk//for-sale/details/54150189?search_identifier=40eb412b77e323cbd846caf27f840b62,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=10,1 bed flat for sale,250000.0,vente
755,https://www.zoopla.co.uk//for-sale/details/54153529?search_identifier=b76c80d2603f19c8f29aeb2044a454fd,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=8,2 bed terraced house for sale,250000.0,vente
336,https://www.zoopla.co.uk//for-sale/details/54155009?search_identifier=3ffddd95675a599ff5ad36a8a9913c84,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=4,2 bed flat for sale,250000.0,vente
1832,https://www.zoopla.co.uk//for-sale/details/54135834?search_identifier=92c224e336c3061160fdc18c13247ef4,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=19,1 bed flat for sale,250000.0,vente
1831,https://www.zoopla.co.uk//for-sale/details/54135840?search_identifier=92c224e336c3061160fdc18c13247ef4,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=19,1 bed maisonette for sale,250000.0,vente
63,https://www.zoopla.co.uk//for-sale/details/54166164?search_identifier=e431d2b21f8c113b686bf52a8d653f6a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0,1 bed flat for sale,250000.0,vente
4558,https://www.zoopla.co.uk//for-sale/details/54079206?search_identifier=cf88198ac198078c89cdfd0b11a6cb2a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=46,3 bed terraced house for sale,250000.0,vente
4384,https://www.zoopla.co.uk//for-sale/details/54084551?search_identifier=c896488009676d2754e19f5d80e08912,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=44,3 bed property for sale,250000.0,vente
1899,https://www.zoopla.co.uk//for-sale/details/54134452?search_identifier=92c224e336c3061160fdc18c13247ef4,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=19,1 bed flat for sale,250000.0,vente
1003,https://www.zoopla.co.uk//for-sale/details/54149184?search_identifier=fe807ecfbac015f02352bddcb4d44f93,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=11,1 bed maisonette for sale,250000.0,vente
383,https://www.zoopla.co.uk//for-sale/details/54160639?search_identifier=3ffddd95675a599ff5ad36a8a9913c84,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=4,2 bed maisonette for sale,250000.0,vente
334,https://www.zoopla.co.uk//for-sale/details/54155006?search_identifier=3ffddd95675a599ff5ad36a8a9913c84,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=4,1 bed flat for sale,250000.0,vente
1992,https://www.zoopla.co.uk//for-sale/details/52723557?search_identifier=0cb778de590597a515574175c255df80,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=20,1 bed flat for sale,250000.0,vente
3748,https://www.zoopla.co.uk//for-sale/details/54095772?search_identifier=126ebb161c184d66f0c85a917d8aca4b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=38,2 bed flat for sale,250000.0,vente
326,https://www.zoopla.co.uk//for-sale/details/54155074?search_identifier=3ffddd95675a599ff5ad36a8a9913c84,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=4,1 bed flat for sale,250000.0,vente
1164,https://www.zoopla.co.uk//for-sale/details/54145598?search_identifier=23a43f2fe22e23116a4f7dab9e3cf741,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=12,1 bed flat for sale,254950.0,vente
2053,https://www.zoopla.co.uk//for-sale/details/54129054?search_identifier=81df929a334627b4b26f5398e1ff779b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=21,1 bed end terrace house for sale,255000.0,vente
1691,https://www.zoopla.co.uk//for-sale/details/54137563?search_identifier=8d5ef7abd61f7b0d233372bb90b5f0bc,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=17,1 bed flat for sale,255000.0,vente
4392,https://www.zoopla.co.uk//for-sale/details/54083869?search_identifier=c896488009676d2754e19f5d80e08912,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=44,2 bed flat for sale,259950.0,vente
3169,https://www.zoopla.co.uk//for-sale/details/54106736?search_identifier=e0ee2bc9f7f06ac362fecc655241c48c,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=32,2 bed flat for sale,259950.0,vente
4064,https://www.zoopla.co.uk//for-sale/details/54091348?search_identifier=7a8541b13a993b61d4666d1416e42352,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=41,1 bed flat for sale,259950.0,vente
180,https://www.zoopla.co.uk//for-sale/details/54164832?search_identifier=da4a7aa09a3e8961feb0847e3012d9d8,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=2,1 bed maisonette for sale,259950.0,vente
2719,https://www.zoopla.co.uk//for-sale/details/54115278?search_identifier=aead6369aaf688945fcc6ca2557d2b20,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=28,2 bed flat for sale,260000.0,vente
3347,https://www.zoopla.co.uk//for-sale/details/54103505?search_identifier=fa66bf652959bd95b74ac0d613701526,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=34,1 bed flat for sale,260000.0,vente
2690,https://www.zoopla.co.uk//for-sale/details/54115864?search_identifier=b2405fab13ec430939762f5907ff3366,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=27,2 bed flat for sale,260000.0,vente
587,https://www.zoopla.co.uk//for-sale/details/54157172?search_identifier=c4c4522d09a4180e525e6a6b5efe62e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=6,2 bed flat for sale,260000.0,vente
3881,https://www.zoopla.co.uk//for-sale/details/54094189?search_identifier=821909f7980636a44357a204c6cd4dde,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=39,3 bed end terrace house for sale,260000.0,vente
2458,https://www.zoopla.co.uk//for-sale/details/54120198?search_identifier=bd268dfed7c29988402539b9a6ce422b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=25,1 bed flat for sale,260000.0,vente
1310,https://www.zoopla.co.uk//for-sale/details/54142630?search_identifier=3cfe3f584c71cef3e322c075eb10e2e9,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=14,1 bed property for sale,260000.0,vente
1274,https://www.zoopla.co.uk//for-sale/details/54144022?search_identifier=e8a31cfb56cfc8829bdea22a56efac86,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=13,1 bed flat for sale,260000.0,vente
3504,https://www.zoopla.co.uk//for-sale/details/54101542?search_identifier=4ca3ac5f42f9829a770bdf952ab50893,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=36,2 bed flat for sale,260000.0,vente
3098,https://www.zoopla.co.uk//for-sale/details/54107938?search_identifier=ae19cf55e1b8f615f85bc82ca1b01fb1,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=31,1 bed flat for sale,260000.0,vente
1145,https://www.zoopla.co.uk//for-sale/details/54145809?search_identifier=23a43f2fe22e23116a4f7dab9e3cf741,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=12,2 bed flat for sale,260000.0,vente
2044,https://www.zoopla.co.uk//for-sale/details/54129318?search_identifier=81df929a334627b4b26f5398e1ff779b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=21,2 bed flat for sale,260000.0,vente
3759,https://www.zoopla.co.uk//for-sale/details/54095632?search_identifier=126ebb161c184d66f0c85a917d8aca4b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=38,2 bed semi-detached house for sale,260000.0,vente
2957,https://www.zoopla.co.uk//for-sale/details/54110739?search_identifier=25971fe6e2637a7010d0b8b56ed1cfc2,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=30,1 bed flat for sale,260000.0,vente
2189,https://www.zoopla.co.uk//for-sale/details/54125203?search_identifier=485f3d09a6279ecdebd5fa1f71aab668,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=22,1 bed flat for sale,260000.0,vente
4784,https://www.zoopla.co.uk//for-sale/details/54076133?search_identifier=cddf4390077aadc405d46f0373930128,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=48,2 bed flat for sale,260000.0,vente
1797,https://www.zoopla.co.uk//for-sale/details/54136166?search_identifier=c8eff9ff1a3aecce5a182c764ac10624,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=18,1 bed flat for sale,260000.0,vente
2069,https://www.zoopla.co.uk//new-homes/details/54128737?search_identifier=81df929a334627b4b26f5398e1ff779b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=21,1 bed flat for sale,260000.0,vente
2111,https://www.zoopla.co.uk//for-sale/details/54127705?search_identifier=485f3d09a6279ecdebd5fa1f71aab668,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=22,1 bed flat for sale,260000.0,vente
2070,https://www.zoopla.co.uk//new-homes/details/54128740?search_identifier=81df929a334627b4b26f5398e1ff779b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=21,1 bed flat for sale,260000.0,vente
653,https://www.zoopla.co.uk//for-sale/details/54155306?search_identifier=7628ff5369be1389d7c928a9eb4c75d1,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=7,2 bed flat for sale,260000.0,vente
1984,https://www.zoopla.co.uk//for-sale/details/54130172?search_identifier=0cb778de590597a515574175c255df80,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=20,2 bed maisonette for sale,260000.0,vente
523,https://www.zoopla.co.uk//for-sale/details/54157685?search_identifier=c4c4522d09a4180e525e6a6b5efe62e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=6,1 bed flat for sale,260000.0,vente
4094,https://www.zoopla.co.uk//new-homes/details/54090985?search_identifier=7a8541b13a993b61d4666d1416e42352,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=41,1 bed flat for sale,262500.0,vente
2983,https://www.zoopla.co.uk//for-sale/details/54110563?search_identifier=25971fe6e2637a7010d0b8b56ed1cfc2,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=30,3 bed terraced house for sale,264500.0,vente
1508,https://www.zoopla.co.uk//for-sale/details/54139970?search_identifier=741597e526e0bc932b16b74bb1c9f5e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=16,2 bed maisonette for sale,264500.0,vente
