,URL,pages,description,prix
8112,https://www.zoopla.co.uk//for-sale/details/54001641?search_identifier=33b8af2a447234140f52656b515923c3,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=82,4 bed flat for sale,756000.0
8253,https://www.zoopla.co.uk//new-homes/details/53997949?search_identifier=f327b53a9fc4ed692076843b7ed28cb9,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=83,2 bed flat for sale,757500.0
4668,https://www.zoopla.co.uk//for-sale/details/54077368?search_identifier=572b0c58279461dfb83c64c7bb4df3f5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=47,4 bed terraced house for sale,759500.0
4284,https://www.zoopla.co.uk//for-sale/details/45739079?search_identifier=4a383953bb5d5f63baf930d0fea37709,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=43,4 bed property for sale,759500.0
1130,https://www.zoopla.co.uk//for-sale/details/54145731?search_identifier=23a43f2fe22e23116a4f7dab9e3cf741,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=12,3 bed maisonette for sale,759950.0
6566,https://www.zoopla.co.uk//for-sale/details/50091289?search_identifier=fb6d1e772d68bffb98839d55e6a6a60e,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=66,2 bed flat for sale,759950.0
7184,https://www.zoopla.co.uk//new-homes/details/50141872?search_identifier=3559a321ded243157189dcbe56388e71,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=72,2 bed flat for sale,759950.0
3073,https://www.zoopla.co.uk//for-sale/details/54108023?search_identifier=ae19cf55e1b8f615f85bc82ca1b01fb1,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=31,3 bed semi-detached house for sale,760000.0
4749,https://www.zoopla.co.uk//for-sale/details/54076319?search_identifier=cddf4390077aadc405d46f0373930128,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=48,3 bed flat for sale,760000.0
318,https://www.zoopla.co.uk//for-sale/details/54155011?search_identifier=3ffddd95675a599ff5ad36a8a9913c84,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=4,4 bed terraced house for sale,760000.0
7181,https://www.zoopla.co.uk//new-homes/details/54020849?search_identifier=3559a321ded243157189dcbe56388e71,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=72,2 bed flat for sale,760000.0
5852,https://www.zoopla.co.uk//for-sale/details/54051681?search_identifier=ca956d7ec04f4b458c9a511e740b8e3a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=59,2 bed flat for sale,760000.0
5276,https://www.zoopla.co.uk//for-sale/details/54066870?search_identifier=0f8d38b7510155545dba4f8a3ff32365,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=53,2 bed flat for sale,760000.0
3327,https://www.zoopla.co.uk//for-sale/details/54103558?search_identifier=fa66bf652959bd95b74ac0d613701526,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=34,3 bed terraced house for sale,765000.0
3337,https://www.zoopla.co.uk//for-sale/details/54103453?search_identifier=fa66bf652959bd95b74ac0d613701526,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=34,2 bed flat for sale,765000.0
9192,https://www.zoopla.co.uk//new-homes/details/53976190?search_identifier=fa9bb80b9e735581213c71171a2eb876,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=92,2 bed flat for sale,765000.0
1571,https://www.zoopla.co.uk//for-sale/details/54138833?search_identifier=741597e526e0bc932b16b74bb1c9f5e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=16,4 bed flat for sale,765000.0
8735,https://www.zoopla.co.uk//for-sale/details/53989428?search_identifier=bc580ae5322c677e87215cf5ebf4d761,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=88,2 bed flat for sale,765000.0
8959,https://www.zoopla.co.uk//for-sale/details/53981669?search_identifier=ae7571eb27cdceacec80290edf19116a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=90,4 bed semi-detached house for sale,765000.0
3166,https://www.zoopla.co.uk//for-sale/details/54106387?search_identifier=e0ee2bc9f7f06ac362fecc655241c48c,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=32,3 bed property for sale,765000.0
9560,https://www.zoopla.co.uk//for-sale/details/38756683?search_identifier=a5656084126786453cab24bdb8eed128,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=96,2 bed flat for sale,765000.0
2008,https://www.zoopla.co.uk//for-sale/details/54129565?search_identifier=81df929a334627b4b26f5398e1ff779b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=21,2 bed flat for sale,765000.0
814,https://www.zoopla.co.uk//for-sale/details/54151714?search_identifier=53e48c5723f36dcf12d90e69a71ff408,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=9,1 bed flat for sale,765000.0
2889,https://www.zoopla.co.uk//for-sale/details/54111208?search_identifier=1768e58e3707f3b23fb796f0ef9ce5bb,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=29,2 bed flat for sale,765000.0
3861,https://www.zoopla.co.uk//new-homes/details/54094277?search_identifier=821909f7980636a44357a204c6cd4dde,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=39,2 bed flat for sale,765000.0
6034,https://www.zoopla.co.uk//new-homes/details/54048099?search_identifier=4876615b882bf2091218b8a36db316a9,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=61,3 bed flat for sale,765000.0
408,https://www.zoopla.co.uk//for-sale/details/54159689?search_identifier=4b04934ec25d0fa93e83ae8b9deb67ef,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=5,3 bed property for sale,765000.0
185,https://www.zoopla.co.uk//new-homes/details/54164506?search_identifier=da4a7aa09a3e8961feb0847e3012d9d8,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=2,2 bed flat for sale,765000.0
3189,https://www.zoopla.co.uk//for-sale/details/54106015?search_identifier=e0ee2bc9f7f06ac362fecc655241c48c,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=32,4 bed semi-detached house for sale,769500.0
2152,https://www.zoopla.co.uk//for-sale/details/54125394?search_identifier=485f3d09a6279ecdebd5fa1f71aab668,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=22,3 bed terraced house for sale,769950.0
4471,https://www.zoopla.co.uk//for-sale/details/54080146?search_identifier=67ba0911be9c61924e653e74da3148eb,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=45,3 bed terraced house for sale,769950.0
7190,https://www.zoopla.co.uk//for-sale/details/54020460?search_identifier=3559a321ded243157189dcbe56388e71,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=72,2 bed flat for sale,769950.0
3655,https://www.zoopla.co.uk//for-sale/details/54097807?search_identifier=e2ef349b8061d18709a6a85a84a6f39c,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=37,1 bed flat for sale,770000.0
9728,https://www.zoopla.co.uk//for-sale/details/52752650?search_identifier=8fbaba4bb000c1682feb6a45a150501f,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=98,3 bed detached house for sale,770000.0
3047,https://www.zoopla.co.uk//for-sale/details/15659111?search_identifier=ae19cf55e1b8f615f85bc82ca1b01fb1,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=31,2 bed flat for sale,770000.0
6138,https://www.zoopla.co.uk//for-sale/details/54046168?search_identifier=a291fdb6dcd788297aed12d267d98e11,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=62,1 bed flat for sale,774950.0
8607,https://www.zoopla.co.uk//for-sale/details/53991780?search_identifier=ae4027b310421f37f8f05a5c6443bc54,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=87,3 bed property for sale,775000.0
9016,https://www.zoopla.co.uk//for-sale/details/53979626?search_identifier=89032ca41787a980b71dc0421fe84f6e,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=91,5 bed semi-detached house for sale,775000.0
9241,https://www.zoopla.co.uk//for-sale/details/50992397?search_identifier=44f691af584fc0a76e5ac29f3de0057f,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=93,3 bed flat for sale,775000.0
7717,https://www.zoopla.co.uk//for-sale/details/52875134?search_identifier=ab3619dd29cee0ad1e842a39f75fb611,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=78,2 bed flat for sale,775000.0
9398,https://www.zoopla.co.uk//for-sale/details/53972611?search_identifier=1bb59fc96937d864f69d649102f72433,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=94,2 bed flat for sale,775000.0
9442,https://www.zoopla.co.uk//for-sale/details/53971502?search_identifier=1a3942ffe12dfa0a8f1ae730191f6c97,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=95,2 bed flat for sale,775000.0
8771,https://www.zoopla.co.uk//for-sale/details/53988726?search_identifier=bc580ae5322c677e87215cf5ebf4d761,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=88,3 bed detached bungalow for sale,775000.0
9665,https://www.zoopla.co.uk//new-homes/details/30888795?search_identifier=caef4a319a7642559fc5e78f9d4c4e3f,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=97,2 bed flat for sale,775000.0
8673,https://www.zoopla.co.uk//for-sale/details/52306708?search_identifier=ae4027b310421f37f8f05a5c6443bc54,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=87,3 bed flat for sale,775000.0
8671,https://www.zoopla.co.uk//for-sale/details/53990475?search_identifier=ae4027b310421f37f8f05a5c6443bc54,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=87,2 bed flat for sale,775000.0
9814,https://www.zoopla.co.uk//new-homes/details/53962585?search_identifier=eb10c86a852c21db7d578db593287267,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=99,3 bed flat for sale,775000.0
7711,https://www.zoopla.co.uk//for-sale/details/54009289?search_identifier=ab3619dd29cee0ad1e842a39f75fb611,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=78,3 bed semi-detached house for sale,775000.0
9935,https://www.zoopla.co.uk//for-sale/details/53960090?search_identifier=0650b4e1c619fcf5b85dd66fbc73cdce,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=100,2 bed flat for sale,775000.0
9375,https://www.zoopla.co.uk//for-sale/details/53973089?search_identifier=1bb59fc96937d864f69d649102f72433,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=94,2 bed flat for sale,775000.0
8326,https://www.zoopla.co.uk//for-sale/details/53996645?search_identifier=e25c9b19ff1e3e21c7a147c4ac5a3d89,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=84,2 bed flat for sale,775000.0
7568,https://www.zoopla.co.uk//for-sale/details/54013541?search_identifier=39aa78fa1b8597596b773a636dceb381,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=76,4 bed terraced house for sale,775000.0
8024,https://www.zoopla.co.uk//for-sale/details/54003148?search_identifier=132b4598d0b57ae63192f58eaf908d28,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=81,2 bed flat for sale,775000.0
0,https://www.zoopla.co.uk//new-homes/details/54166736?search_identifier=e431d2b21f8c113b686bf52a8d653f6a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0,3 bed terraced house for sale,775000.0
3753,https://www.zoopla.co.uk//for-sale/details/54095540?search_identifier=126ebb161c184d66f0c85a917d8aca4b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=38,3 bed semi-detached house for sale,775000.0
7208,https://www.zoopla.co.uk//for-sale/details/54020218?search_identifier=7ea405110a39dd30499c50861ac2b968,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=73,4 bed detached house for sale,775000.0
7214,https://www.zoopla.co.uk//for-sale/details/54020068?search_identifier=7ea405110a39dd30499c50861ac2b968,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=73,2 bed flat for sale,775000.0
2100,https://www.zoopla.co.uk//for-sale/details/54126777?search_identifier=485f3d09a6279ecdebd5fa1f71aab668,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=22,2 bed maisonette for sale,775000.0
2417,https://www.zoopla.co.uk//for-sale/details/54120459?search_identifier=bd268dfed7c29988402539b9a6ce422b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=25,4 bed terraced house for sale,775000.0
