,URL,ville,code postal,adresse,prix £,surface m2,Enchère ou vente,Etat neuf ou ancien,Nombre de chambres,Nombre de SDB,Nombre de séjour,Description,Type bien,Aide
657,https://www.zoopla.co.uk//for-sale/details/54172609,Londres,W12,"Elgin Avenue, Shepherd's Bush, London W12",465000,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
658,https://www.zoopla.co.uk//for-sale/details/54172605,Thornton Heath,CR7,"Virginia Road, Thornton Heath CR7",700000,NA,vente,A,5,NA,NA,5 bed detached house for sale,Maison,NA
659,https://www.zoopla.co.uk//for-sale/details/54172603,Coulsdon,CR5,"Grove Lane, Coulsdon, Surrey CR5",270000,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
660,https://www.zoopla.co.uk//for-sale/details/54172595,Croydon,CR0,"Long Lane, Croydon CR0",400000,NA,vente,A,3,NA,NA,3 bed terraced house for sale,Maison,NA
661,https://www.zoopla.co.uk//for-sale/details/54172599,Croydon,CR0,"Shirley Park Road, Croydon CR0",535000,NA,vente,A,3,NA,NA,3 bed end terrace house for sale,Maison,NA
662,https://www.zoopla.co.uk//for-sale/details/54172593,Croydon,CR0,"Lower Addiscombe Road, Addiscombe, Croydon CR0",300000,NA,vente,A,2,NA,NA,2 bed maisonette for sale,Maisonette,NA
663,https://www.zoopla.co.uk//new-homes/details/54172562,London,W1T,"Whitfield Street, London W1T",2300000,NA,vente,N,3,NA,NA,3 bed flat for sale,Appartement,NA
664,https://www.zoopla.co.uk//new-homes/details/54172547,London,E1W,"Reardon Path, London E1W",1075000,NA,vente,N,2,2,1,2 bed flat for sale,Appartement,NA
665,https://www.zoopla.co.uk//for-sale/details/54172546,Londres,SE1,"Tea Trade Wharf, 26 Shad Thames, London SE1",2000000,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
666,https://www.zoopla.co.uk//for-sale/details/54172542,Sutton,SM3,"London Road, North Cheam, Sutton SM3",295000,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
667,https://www.zoopla.co.uk//for-sale/details/54172420,Shoreditch,EC2A,"Principal Tower, Worship Lane, Shoreditch EC2A",925000,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
668,https://www.zoopla.co.uk//new-homes/details/54172347,Marylebone,W1G,"The Mansion, Marylebone W1G",10150000,NA,vente,N,3,2,NA,3 bed flat for sale,Appartement,NA
669,https://www.zoopla.co.uk//for-sale/details/54172342,Fitzrovia,W1T,"Asta House, Fitzrovia W1T",2300000,NA,vente,A,3,NA,NA,3 bed flat for sale,Appartement,NA
670,https://www.zoopla.co.uk//for-sale/details/54172263,NA,CR8,"Valley Road, Kenley, Surrey, . CR8",550000,NA,vente,A,3,1,2,3 bed bungalow for sale,Bungalow,NA
671,https://www.zoopla.co.uk//for-sale/details/54172247,Londres,SW14,"Larches Avenue, London SW14",1300000,NA,vente,A,4,2,2,4 bed terraced house for sale,Maison,NA
672,https://www.zoopla.co.uk//for-sale/details/54172243,Londres,SW3,"Oakley Street, London SW3",895000,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
673,https://www.zoopla.co.uk//for-sale/details/54172166,Londres,W14,"Beckford Close, Kensington, London W14",1160000,NA,vente,A,3,2,1,3 bed flat for sale,Appartement,NA
674,https://www.zoopla.co.uk//for-sale/details/54172157,Knightsbridge,SW1X,"Thorburn House, Kinnerton Street, Knightsbridge SW1X",1750000,NA,vente,A,3,2,1,3 bed flat for sale,Appartement,NA
675,https://www.zoopla.co.uk//for-sale/details/54172149,Londres,N5,"Grosvenor Avenue, Highbury, London N5",575000,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
676,https://www.zoopla.co.uk//for-sale/details/54172144,Ilford,IG5,"Stradbroke Grove, Ilford IG5",700000,NA,vente,A,4,4,2,4 bed semi-detached house for sale,Maison,NA
677,https://www.zoopla.co.uk//for-sale/details/54172134,Londres,W8,"Marloes Road, London W8",1250000,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
678,https://www.zoopla.co.uk//for-sale/details/54172136,Londres,W10,"St Helens Gardens, London W10",2450000,NA,vente,A,4,2,2,4 bed property for sale,Maison avec jardin,NA
679,https://www.zoopla.co.uk//for-sale/details/54172141,Londres,W8,"Abingdon Road, London W8",5000000,NA,vente,A,3,3,2,3 bed property for sale,Maison avec jardin,NA
680,https://www.zoopla.co.uk//for-sale/details/54172124,Londres,SE10,"Eastney Street, London SE10",650000,NA,vente,A,2,1,1,2 bed terraced house for sale,Maison,NA
681,https://www.zoopla.co.uk//for-sale/details/54172095,Londres,SW15,"Westmore Court, 17-20 Carlton Drive, London SW15",495000,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
682,https://www.zoopla.co.uk//for-sale/details/54172085,Londres,NW9,"Leith Close, London NW9",324950,NA,vente,A,1,NA,NA,1 bed maisonette for sale,Maisonette,NA
683,https://www.zoopla.co.uk//for-sale/details/54172074,Londres,SE17,"Crampton Street, London SE17",399950,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
684,https://www.zoopla.co.uk//for-sale/details/54172047,Londres,SE16,"Ontario Point, 28 Surrey Quays Road, London SE16",575000,NA,vente,A,1,NA,NA,1 bed flat for sale,Appartement,NA
685,https://www.zoopla.co.uk//for-sale/details/54172046,Londres,SE16,"Mermaid Court, Rotherhithe Street, London SE16",500000,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
686,https://www.zoopla.co.uk//new-homes/details/54172012,Harrow,HA1,"Peterborough Road, Harrow HA1",3500000,NA,vente,N,NA,NA,NA,Block of flats for sale,Appartement,NA
687,https://www.zoopla.co.uk//new-homes/details/54172032,Londres,SE5,"The Gallery, 290 Camberwell Road, London SE5",600000,NA,vente,N,3,NA,NA,3 bed flat for sale,Appartement,Help to buy
688,https://www.zoopla.co.uk//new-homes/details/54172033,Londres,SE5,"The Gallery, 290 Camberwell Road, London SE5",600000,NA,vente,N,3,NA,NA,3 bed flat for sale,Appartement,Help to buy
689,https://www.zoopla.co.uk//new-homes/details/54172031,Londres,SE5,"The Gallery, 290 Camberwell Road, London SE5",600000,NA,vente,N,3,NA,NA,3 bed flat for sale,Appartement,Help to buy
690,https://www.zoopla.co.uk//for-sale/details/54172010,Londres,SW11,"Lavender Hill, London SW11",500000,NA,vente,A,1,NA,1,1 bed flat for sale,Appartement,NA
691,https://www.zoopla.co.uk//for-sale/details/54171957,Londres,E17,"Clacton Road, London, Greater London. E17",525000,NA,vente,A,2,1,1,2 bed terraced house for sale,Maison,NA
692,https://www.zoopla.co.uk//for-sale/details/54171915,Londres,NW1,"Princess Road, Primrose Hill, London NW1",700000,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
693,https://www.zoopla.co.uk//for-sale/details/54171891,Beckenham,BR3,"Lait House, 1 Albemarle Road, Beckenham BR3",359995,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
694,https://www.zoopla.co.uk//for-sale/details/54171883,Surrey.,KT4,"Worcester Park Road, Worcester Park, Surrey. KT4",340000,NA,vente,A,2,1,1,2 bed maisonette for sale,Maisonette,NA
695,https://www.zoopla.co.uk//for-sale/details/54171839,Greater London.,HA8,"Oakleigh Gardens, Edgware, Greater London. HA8",1250000,NA,vente,A,4,3,2,4 bed detached house for sale,Maison,NA
696,https://www.zoopla.co.uk//for-sale/details/54171742,Surrey.,KT9,"Clayton Road, Chessington, Surrey. KT9",300000,NA,vente,A,2,1,1,2 bed maisonette for sale,Maisonette,NA
697,https://www.zoopla.co.uk//for-sale/details/42839803,Greater London,UB6,"George V Way, Perivale, Greenford, Greater London UB6",450000,NA,vente,A,3,NA,NA,3 bed terraced house for sale,Maison,NA
698,https://www.zoopla.co.uk//for-sale/details/54171732,Greater London,UB6,"Allendale Road, Greenford, Greater London UB6",319950,NA,vente,A,3,NA,NA,3 bed flat for sale,Appartement,NA
699,https://www.zoopla.co.uk//for-sale/details/54171703,NA,KT4,"Worcester Park, Surrey, . KT4",535000,NA,vente,A,3,2,2,3 bed terraced house for sale,Maison,NA
700,https://www.zoopla.co.uk//for-sale/details/54171697,United Kingdom,KT1,"Kingston Upon Thames, Surrey, United Kingdom KT1",500000,NA,vente,A,2,1,1,2 bed terraced house for sale,Maison,NA
701,https://www.zoopla.co.uk//for-sale/details/54171690,London,EC3N,"Pepys Street, London EC3N",625000,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
702,https://www.zoopla.co.uk//for-sale/details/54171680,Londres,NW2,"Crest Road, London NW2",599950,NA,vente,A,3,NA,NA,3 bed semi-detached house for sale,Maison,NA
703,https://www.zoopla.co.uk//for-sale/details/51582982,Harrow,HA3,"Montrose Road, Harrow HA3",269950,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
704,https://www.zoopla.co.uk//for-sale/details/54171610,Londres,E14,"Rope Court, 11 Canoe Walk, Limehouse E14",450000,NA,vente,A,1,NA,NA,1 bed flat for sale,Appartement,NA
705,https://www.zoopla.co.uk//for-sale/details/54171606,NA,RM9,"Dagenham, Essex, . RM9",335000,NA,vente,A,3,1,1,3 bed terraced house for sale,Maison,NA
706,https://www.zoopla.co.uk//for-sale/details/54171585,Barking,IG11,"349 Longbridge Road, Barking, Essex IG11",215000,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
707,https://www.zoopla.co.uk//for-sale/details/54171575,Londres,N21,"Radcliffe Road, Winchmore Hill, London N21",975000,NA,vente,A,4,1,2,4 bed semi-detached house for sale,Maison,NA
708,https://www.zoopla.co.uk//for-sale/details/54171556,Londres,N18,"Lancaster Road, London N18",325000,NA,vente,A,3,NA,NA,3 bed terraced house for sale,Maison,NA
709,https://www.zoopla.co.uk//for-sale/details/54170906,Londres,NW9,"Townsend Lane, Kingsbury NW9",629950,NA,vente,A,4,4,1,4 bed semi-detached house for sale,Maison,NA
710,https://www.zoopla.co.uk//for-sale/details/54171516,Harefield,UB9,"The Long Room Apartments, Harefield, Middlesex UB9",377250,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
711,https://www.zoopla.co.uk//for-sale/details/54171519,Harefield,UB9,"Linden Square, Harefield, Middlesex UB9",399000,NA,vente,A,2,NA,NA,2 bed terraced house for sale,Maison,NA
712,https://www.zoopla.co.uk//for-sale/details/54171507,Harefield,UB9,"Park Lane, Harefield, Middlesex UB9",340000,NA,vente,A,3,NA,NA,3 bed terraced house for sale,Maison,NA
713,https://www.zoopla.co.uk//for-sale/details/54171514,Harefield,UB9,"High Street, Harefield, Middlesex UB9",445000,NA,vente,A,3,NA,NA,3 bed semi-detached house for sale,Maison,NA
714,https://www.zoopla.co.uk//for-sale/details/54171512,Harefield,UB9,"Peerless Drive, Harefield, Middlesex UB9",310000,NA,vente,A,2,NA,NA,2 bed end terrace house for sale,Maison,NA
715,https://www.zoopla.co.uk//new-homes/details/54171515,Harefield,UB9,"Rickmansworth Road, Harefield, Middlesex UB9",285000,NA,vente,N,1,NA,NA,1 bed flat for sale,Appartement,NA
716,https://www.zoopla.co.uk//for-sale/details/54171491,Harefield,UB9,"Sedley Grove, Harefield, Middlesex UB9",325000,NA,vente,A,2,NA,NA,2 bed end terrace house for sale,Maison,NA
717,https://www.zoopla.co.uk//for-sale/details/54171492,Harefield,UB9,"Newdigate Road, Harefield, Middlesex UB9",425000,NA,vente,A,3,NA,NA,3 bed semi-detached house for sale,Maison,NA
718,https://www.zoopla.co.uk//for-sale/details/54171493, Harefield,UB9,"Breakspear Mews, Breakspear Road North, Harefield, Middlesex UB9",269950,NA,vente,A,1,NA,NA,1 bed terraced house for sale,Maison,NA
719,https://www.zoopla.co.uk//for-sale/details/54171494, Harefield,UB9,"Breakspear Mews, Breakspear Road North, Harefield, Middlesex UB9",269950,NA,vente,A,1,NA,NA,1 bed terraced house for sale,Maison,NA
720,https://www.zoopla.co.uk//for-sale/details/54171495,Harefield,UB9,"Anderson Close, Harefield, Middlesex UB9",370000,NA,vente,A,2,NA,NA,2 bed end terrace house for sale,Maison,NA
721,https://www.zoopla.co.uk//for-sale/details/54171498,Harefield,UB9,"Sullivan Crescent, Harefield, Middlesex UB9",310000,NA,vente,A,2,NA,NA,2 bed maisonette for sale,Maisonette,NA
722,https://www.zoopla.co.uk//for-sale/details/54171501,Harefield,UB9,"Dovedale Close, Harefield, Middlesex UB9",269950,NA,vente,A,1,NA,NA,1 bed property for sale,Maison avec jardin,NA
723,https://www.zoopla.co.uk//for-sale/details/54171502,Harefield,UB9,"Morse Close, Harefield, Middlesex UB9",385000,NA,vente,A,2,NA,NA,2 bed terraced house for sale,Maison,NA
724,https://www.zoopla.co.uk//for-sale/details/54171504, Harefield,UB9,"The Lodge, Rickmansworth Road, Harefield, Middlesex UB9",449950,NA,vente,A,2,NA,NA,2 bed semi-detached house for sale,Maison,NA
725,https://www.zoopla.co.uk//for-sale/details/54171505,Harefield,UB9,"The Long Room Apartments, Harefield, Middlesex UB9",329950,NA,vente,A,1,NA,NA,1 bed flat for sale,Appartement,NA
726,https://www.zoopla.co.uk//for-sale/details/54171496,Harefield,UB9,"Mossendew Close, Harefield, Middlesex UB9",525000,NA,vente,A,3,NA,NA,3 bed semi-detached house for sale,Maison,NA
727,https://www.zoopla.co.uk//for-sale/details/54171482,Londres,E17,"Chingford Road, Walthamstow, London E17",500000,NA,vente,A,2,NA,NA,2 bed terraced house for sale,Maison,NA
728,https://www.zoopla.co.uk//for-sale/details/54171455,Londres,SW18,"Westover Road, London SW18",425000,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
729,https://www.zoopla.co.uk//for-sale/details/46580879,London,SW1P,"Abell House, Abell And Cleland, Westminster, London SW1P",2400000,NA,vente,A,3,2,1,3 bed flat for sale,Appartement,NA
730,https://www.zoopla.co.uk//for-sale/details/54171450,Londres,W3,"Westfields Road, West Acton, London W3",750000,NA,vente,A,3,1,1,3 bed property for sale,Maison avec jardin,NA
731,https://www.zoopla.co.uk//for-sale/details/46580869,London,SW1P,"Abell House, Abell And Cleland, Westminster, London SW1P",2400000,NA,vente,A,3,3,1,3 bed flat for sale,Appartement,NA
732,https://www.zoopla.co.uk//for-sale/details/54171409,Greater London,HA3,"Woodgrange Close, Harrow, Greater London HA3",310000,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
733,https://www.zoopla.co.uk//for-sale/details/54171415,Potters Bar,EN6,"261 Darkes Lane, Potters Bar, Hertfordshire EN6",425000,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
734,https://www.zoopla.co.uk//for-sale/details/54171397,Northumberland Heath,DA8,"Charlieville Road, Northumberland Heath, Kent DA8",325000,NA,vente,A,3,1,2,3 bed terraced house for sale,Maison,NA
735,https://www.zoopla.co.uk//new-homes/details/54171388,Londres,SW8,"Pinto Tower, Nine Elms, London SW8",875000,80,vente,N,2,2,1,2 bed flat for sale,Appartement,NA
736,https://www.zoopla.co.uk//new-homes/details/54171384,Londres,SW8,"Pinto Tower, Nine Elms, London SW8",599999,53,vente,N,1,1,1,1 bed flat for sale,Appartement,NA
737,https://www.zoopla.co.uk//for-sale/details/54171382,Londres,N10,"Woodland Rise, Muswell Hill, London N10",325000,NA,vente,A,1,NA,NA,1 bed flat for sale,Appartement,NA
738,https://www.zoopla.co.uk//new-homes/details/54171377,Londres,SW8,"Pinto Tower, Nine Elms, London SW8",875000,80,vente,N,2,2,1,2 bed flat for sale,Appartement,NA
739,https://www.zoopla.co.uk//new-homes/details/54171379,Londres,SW8,"Pinto Tower, Nine Elms, London SW8",799000,73,vente,N,2,2,1,2 bed flat for sale,Appartement,NA
740,https://www.zoopla.co.uk//new-homes/details/54171370,Londres,SW8,"Pinto Tower, Nine Elms, London SW8",785000,76,vente,N,2,2,1,2 bed flat for sale,Appartement,NA
741,https://www.zoopla.co.uk//new-homes/details/54171360,Londres,SW6,"King's Road Park, King's Road, London SW6",2922500,NA,vente,N,3,NA,NA,3 bed flat for sale,Appartement,NA
742,https://www.zoopla.co.uk//new-homes/details/54171357,Londres,SW10,"The Sloane Building, Hortensia Road, London SW10",3950000,NA,vente,N,3,NA,NA,3 bed property for sale,Maison avec jardin,NA
743,https://www.zoopla.co.uk//for-sale/details/54171356,Hampton,TW12,"Bluefield Close, Hampton TW12",579950,NA,vente,A,3,1,1,3 bed property for sale,Maison avec jardin,NA
744,https://www.zoopla.co.uk//for-sale/details/54171341,Londres,SE5,"Basingdon Way, Denmark Hill SE5",300000,NA,vente,A,1,NA,NA,1 bed flat for sale,Appartement,NA
745,https://www.zoopla.co.uk//for-sale/details/54171335,London,EC1V,"St John Street, London EC1V",999950,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
746,https://www.zoopla.co.uk//for-sale/details/54171321,Londres,SW6,"Studdridge Street, Peterborough Estate, Fulham, London SW6",3200000,NA,vente,A,6,NA,NA,6 bed terraced house for sale,Maison,NA
747,https://www.zoopla.co.uk//for-sale/details/54171306,London,SW1V,"Wilton Road, Pimlico, London SW1V",650000,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
748,https://www.zoopla.co.uk//for-sale/details/54171303,Londres,W4,"Staveley Gardens, London W4",575000,77.666908,vente,A,2,1,1,2 bed end terrace house for sale,Maison,NA
749,https://www.zoopla.co.uk//for-sale/details/54171302,Londres,SW18,"Juniper Drive, London SW18",825000,73.764982,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
750,https://www.zoopla.co.uk//for-sale/details/54171301,Chigwell,IG7,"Manford Cross, Chigwell IG7",250000,64.660488,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
751,https://www.zoopla.co.uk//for-sale/details/54171284,Londres,N15,"High Road, Tottenham, London N15",500000,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
752,https://www.zoopla.co.uk//for-sale/details/54171263,Londres,W14,"Sinclair Road, London W14",850000,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
753,https://www.zoopla.co.uk//for-sale/details/54171256,Londres,SW7,"Rosary Gardens, South Kensington, London SW7",900000,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
754,https://www.zoopla.co.uk//new-homes/details/54171258,Londres,SW6,"King's Road Park, King's Road, London SW6",790000,NA,vente,N,1,NA,NA,1 bed flat for sale,Appartement,NA
755,https://www.zoopla.co.uk//for-sale/details/54171251,Londres,SE6,"Rutland Walk, Catford, London SE6",220000,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
756,https://www.zoopla.co.uk//for-sale/details/54171244,Londres,NW1,"Chiltern Court, Marylebone, London NW1",1875000,NA,vente,A,3,2,1,3 bed flat for sale,Appartement,NA
757,https://www.zoopla.co.uk//for-sale/details/54171228, Romford,RM6,"Cromer Road, Chadwell Heath, Romford, Essex RM6",264500,NA,vente,A,3,1,2,3 bed terraced house for sale,Maison,NA
758,https://www.zoopla.co.uk//for-sale/details/54171235,Isleworth,TW7,"26 The Grove, Isleworth, Middlesex TW7",375000,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
759,https://www.zoopla.co.uk//for-sale/details/54171230,Hornchurch,RM11,"Clydesdale Road, Hornchurch, Essex RM11",281000,NA,vente,A,3,1,2,3 bed semi-detached house for sale,Maison,NA
760,https://www.zoopla.co.uk//for-sale/details/54171229,Romford,RM6,"Ongar Close, Romford, Essex RM6",380000,NA,vente,A,4,1,2,4 bed end terrace house for sale,Maison,NA
761,https://www.zoopla.co.uk//for-sale/details/54171227,London,WC1B,"Southampton Row, Bloomsbury, London WC1B",1100000,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
762,https://www.zoopla.co.uk//for-sale/details/54171196,Londres,N7,"Loraine Road, Islington, London N7",1000000,NA,vente,A,3,2,1,3 bed maisonette for sale,Maisonette,NA
763,https://www.zoopla.co.uk//for-sale/details/54171177,Londres,SW19,"Merton Hall Road, Wimbledon, London SW19",600000,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
764,https://www.zoopla.co.uk//for-sale/details/48207741,Londres,W10,"Oxford Gardens, North Kensington W10",1450000,119.101646,vente,A,2,2,2,2 bed flat for sale,Appartement,NA
765,https://www.zoopla.co.uk//for-sale/details/54171170,Hornchurch,RM11,"Clydesdale Road, Hornchurch, Essex RM11",425000,NA,vente,A,3,1,2,3 bed semi-detached house for sale,Maison,NA
766,https://www.zoopla.co.uk//for-sale/details/54171166, Romford,RM6,"Cromer Road, Chadwell Heath, Romford, Essex RM6",400000,NA,vente,A,3,1,2,3 bed terraced house for sale,Maison,NA
767,https://www.zoopla.co.uk//for-sale/details/54171167,Romford,RM6,"Ongar Close, Romford, Essex RM6",575000,NA,vente,A,4,1,2,4 bed end terrace house for sale,Maison,NA
768,https://www.zoopla.co.uk//for-sale/details/54171165,Edgware,HA8,"Gold Hill, Edgware HA8",475000,NA,vente,A,3,2,2,3 bed end terrace house for sale,Maison,NA
769,https://www.zoopla.co.uk//for-sale/details/48208092,Londres,W10,"Oxford Gardens, North Kensington W10",350000,37.997327,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
770,https://www.zoopla.co.uk//for-sale/details/54171105,Londres,SW16,"Henry Tate Mews, London SW16",528000,NA,vente,A,4,NA,NA,4 bed end terrace house for sale,Maison,NA
771,https://www.zoopla.co.uk//for-sale/details/54171096,Londres,SE23,"Sunderland Road, London SE23",450000,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
772,https://www.zoopla.co.uk//for-sale/details/54171075,Londres,SE16,"Rotherhithe Street, London SE16",559950,71,vente,A,2,NA,2,2 bed flat for sale,Appartement,NA
773,https://www.zoopla.co.uk//new-homes/details/54171076,Londres,N20,"Sweets Way, Whetstone, London N20",690000,NA,vente,N,3,3,1,3 bed terraced house for sale,Maison,NA
774,https://www.zoopla.co.uk//for-sale/details/54171062,Londres,NW3,"Rudall Crescent, Hampstead Village, London NW3",1350000,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
775,https://www.zoopla.co.uk//for-sale/details/54171063,Londres,NW3,"Rudall Crescent, Hampstead Village, London NW3",1450000,NA,vente,A,3,2,1,3 bed flat for sale,Appartement,NA
776,https://www.zoopla.co.uk//for-sale/details/54171057,Londres,SE15,"Montpelier Road, London SE15",425000,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
777,https://www.zoopla.co.uk//for-sale/details/54171049,Londres,E14,"Narrow Street, London E14",440000,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
778,https://www.zoopla.co.uk//for-sale/details/54171046,Londres,SW18,"Eltringham Street, London SW18",313500,NA,vente,A,2,1,NA,2 bed flat for sale,Appartement,NA
779,https://www.zoopla.co.uk//for-sale/details/54171000,Londres,W6,"Greyhound Road, London W6",400000,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
780,https://www.zoopla.co.uk//for-sale/details/54170980,Londres,SW11,"Barnard Mews, London SW11",699999,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
781,https://www.zoopla.co.uk//for-sale/details/45889464,Londres,SW12,"Lynn Road, London SW12",530000,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
782,https://www.zoopla.co.uk//for-sale/details/54170972,Londres,SW11,"Octavia Street, Battersea SW11",1495000,NA,vente,A,3,1,2,3 bed semi-detached house for sale,Maison,NA
783,https://www.zoopla.co.uk//for-sale/details/54170954,Londres,E7,"Green Street, Forest Gate E7",450000,NA,vente,A,3,2,2,3 bed terraced house for sale,Maison,NA
784,https://www.zoopla.co.uk//for-sale/details/54170956,Isleworth,TW7,"Wood Lane, Isleworth TW7",760000,NA,vente,A,3,1,2,3 bed detached house for sale,Maison,NA
785,https://www.zoopla.co.uk//for-sale/details/54170945,Londres,SE15,"Ivydale Road, London SE15",375000,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
786,https://www.zoopla.co.uk//for-sale/details/51429207,London,SW1X,"Lennox Gardens, London SW1X",1100000,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
787,https://www.zoopla.co.uk//for-sale/details/54170920,Coulsdon,CR5,"Deepfield Way, Coulsdon CR5",380000,NA,vente,A,3,1,1,3 bed terraced house for sale,Maison,NA
788,https://www.zoopla.co.uk//for-sale/details/54170904,Londres,E14,"Arena Tower, 25 Crossharbour Plaza, Canary Wharf, London E14",900000,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
789,https://www.zoopla.co.uk//for-sale/details/54170894,South Croydon,CR2,"Churchill Road, South Croydon CR2",395000,NA,vente,A,2,1,2,2 bed terraced house for sale,Maison,NA
790,https://www.zoopla.co.uk//for-sale/details/54170886,Londres,SE1,"Mulvaney Way, Kipling Estate, London SE1",520000,NA,vente,A,3,1,1,3 bed flat for sale,Appartement,NA
791,https://www.zoopla.co.uk//for-sale/details/54170658,London,EC3N,"Minories, London EC3N",650000,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
792,https://www.zoopla.co.uk//for-sale/details/54170103,Londres,SW5,"Barkston Gardens, Earls Court SW5",3250000,225.940096,vente,A,4,2,3,4 bed flat for sale,Appartement,NA
793,https://www.zoopla.co.uk//for-sale/details/54170116,Londres,SW19,"Haydons Road, Wimbledon SW19",450000,104.237166,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
794,https://www.zoopla.co.uk//for-sale/details/54169687,Coulsdon,CR5,"The Chase, Coulsdon, Surrey CR5",720000,NA,vente,A,3,1,3,3 bed semi-detached house for sale,Maison,NA
795,https://www.zoopla.co.uk//new-homes/details/54169637,Londres,W3,"Old Oak Road, London W3",599000,NA,vente,N,2,2,1,2 bed flat for sale,Appartement,NA
796,https://www.zoopla.co.uk//new-homes/details/54169635,Wallington,SM6,"Corbet Close, Wallington SM6",320000,NA,vente,N,1,1,1,1 bed flat for sale,Appartement,Help to buy
797,https://www.zoopla.co.uk//new-homes/details/54169632,Harrow,HA2,"Harrow View, Harrow HA2",320000,NA,vente,N,1,1,1,1 bed flat for sale,Appartement,Help to buy
798,https://www.zoopla.co.uk//new-homes/details/54169634,Londres,NW9,"West Hendon Broadway, Hendon NW9",500000,NA,vente,N,2,2,1,2 bed flat for sale,Appartement,Help to buy
799,https://www.zoopla.co.uk//new-homes/details/54157313,Londres,SW11,"York Road, Battersea SW11",500000,52.118583,vente,N,1,1,1,1 bed flat for sale,Appartement,NA
800,https://www.zoopla.co.uk//new-homes/details/54169631,Londres,NW9,"West Hendon Broadway, Hendon NW9",370000,NA,vente,N,1,1,1,1 bed property for sale,Maison avec jardin,Help to buy
801,https://www.zoopla.co.uk//for-sale/details/54169626,Londres,NW10,"Roundwood Road, London NW10",360000,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
802,https://www.zoopla.co.uk//for-sale/details/54169615,Londres,E1,"Pedley Street, London E1",619000,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
803,https://www.zoopla.co.uk//for-sale/details/54169610,Londres,N15,"Heysham Road, Seven Sisters, London N15",550000,107,vente,A,3,2,1,3 bed flat for sale,Appartement,NA
804,https://www.zoopla.co.uk//for-sale/details/54169603,Coulsdon,CR5,"The Crossways, Coulsdon CR5",500000,NA,vente,A,4,2,2,4 bed semi-detached house for sale,Maison,NA
805,https://www.zoopla.co.uk//for-sale/details/54169598,Londres,NW2,"Ashford Court, Ashford Road, London NW2",270000,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
806,https://www.zoopla.co.uk//for-sale/details/54169582,Londres,SE16,"Blue Anchor Lane, London SE16",800000,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
807,https://www.zoopla.co.uk//for-sale/details/54169581,Chessington,KT9,"Meadow Way, Chessington KT9",499950,NA,vente,A,3,1,2,3 bed semi-detached house for sale,Maison,NA
