,URL,ville,code postal,Adresses,prix livre,surface m2,Enchere ou vente,Etat neuf ou ancien,Nombre de chambres,Nombre de SDB,Nombre de séjour,Description,Type bien,Aide
350,https://www.zoopla.co.uk//for-sale/details/54341031,Londres,SW11,Oberstein Road Battersea London SW11,749950,88.722365,vente,A,2,2,2,2 bed flat for sale,Appartement,NA
351,https://www.zoopla.co.uk//for-sale/details/54341017,Londres,E9,Trelawny Estate Paragon Road London E9,349995,NA,vente,A,1,NA,NA,1 bed flat for sale,Appartement,NA
352,https://www.zoopla.co.uk//for-sale/details/37680506,Londres,E3,Marner Point Jefferson Plaza Bromley By Bow London E3,485000,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
353,https://www.zoopla.co.uk//for-sale/details/54340971,Londres,SW20,Merton Mansions Bushey Road Raynes Park SW20,275000,NA,vente,A,1,NA,NA,1 bed flat for sale,Appartement,NA
354,https://www.zoopla.co.uk//for-sale/details/54340972,Londres,SW20,Kingston Road Wimbledon London SW20,425000,NA,vente,A,1,NA,NA,1 bed maisonette for sale,Maisonette,NA
355,https://www.zoopla.co.uk//for-sale/details/44304048,Londres,N12,Moss Hall Grove North Finchley London N12,539999,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
356,https://www.zoopla.co.uk//for-sale/details/54340956,London,W1U,Moxon Street London W1U,2590000,NA,vente,A,1,NA,NA,1 bed flat for sale,Appartement,NA
357,https://www.zoopla.co.uk//for-sale/details/54340957,London,W1U,Moxon Street London W1U,4300000,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
358,https://www.zoopla.co.uk//for-sale/details/54340958,London,W1U,Moxon Street London W1U,6340000,NA,vente,A,3,NA,NA,3 bed flat for sale,Appartement,NA
359,https://www.zoopla.co.uk//for-sale/details/54340935,Londres,W9,Harrow Road Maida Vale London W9,369950,NA,vente,A,1,NA,NA,1 bed flat for sale,Appartement,NA
360,https://www.zoopla.co.uk//for-sale/details/54340930,St Margarets,TW1,St. Margarets Road St Margarets TW1,699950,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
361,https://www.zoopla.co.uk//for-sale/details/54340922,Londres,SE25,Harrington Road London SE25,400000,NA,vente,A,3,NA,NA,3 bed terraced house for sale,Maison,NA
362,https://www.zoopla.co.uk//for-sale/details/54340919,Londres,SE19,The Woodlands London SE19,350000,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
363,https://www.zoopla.co.uk//for-sale/details/54340437,Londres,W2,Gloucester Square London W2,6650000,NA,vente,A,6,NA,NA,6 bed terraced house for sale,Maison,NA
364,https://www.zoopla.co.uk//for-sale/details/54340433,Londres,E14,Galaxy Building Isle Of Dogs London E14,550000,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
365,https://www.zoopla.co.uk//for-sale/details/54340427,Londres,SW11,Candahar Road Battersea London SW11,1100000,NA,vente,A,4,NA,NA,4 bed terraced house for sale,Maison,NA
366,https://www.zoopla.co.uk//for-sale/details/54340438,London,EC1V,Canaletto Tower 257 City Road London EC1V,949995,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
367,https://www.zoopla.co.uk//for-sale/details/54340435,Londres,E1,Princelet Street Spitalfields London E1,3100000,NA,vente,A,4,NA,NA,4 bed detached house for sale,Maison,NA
368,https://www.zoopla.co.uk//for-sale/details/54340426,Londres,SW6,Ashcombe Street London SW6,3000000,NA,vente,A,5,NA,NA,5 bed terraced house for sale,Maison,NA
369,https://www.zoopla.co.uk//for-sale/details/54340409,Londres,SW5,Redfield Lane London SW5,590000,NA,vente,A,1,NA,NA,1 bed flat for sale,Appartement,NA
370,https://www.zoopla.co.uk//for-sale/details/54340410,Londres,SW5,Redfield Lane London SW5,1100000,NA,vente,A,3,NA,NA,3 bed flat for sale,Appartement,NA
371,https://www.zoopla.co.uk//for-sale/details/54340411,Londres,SW5,Redfield Lane London SW5,1600000,NA,vente,A,4,NA,NA,4 bed flat for sale,Appartement,NA
372,https://www.zoopla.co.uk//for-sale/details/49292100,Londres,SW5,Eardley Crescent London SW5,650000,NA,vente,A,1,NA,NA,1 bed flat for sale,Appartement,NA
373,https://www.zoopla.co.uk//for-sale/details/54340293,Londres,W8,Gregory Place London W8,2295000,NA,vente,A,3,NA,NA,3 bed terraced house for sale,Maison,NA
374,https://www.zoopla.co.uk//for-sale/details/54340292,Londres,SW3,Nell Gwynn House London SW3,1100000,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
375,https://www.zoopla.co.uk//for-sale/details/54340277,Londres,NW10,Ashmore Road London W9 NW10,675000,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
376,https://www.zoopla.co.uk//for-sale/details/54340278,Richmond,TW1,Corsellis Square Twickenham Richmond TW1,1750000,NA,vente,A,5,NA,NA,5 bed terraced house for sale,Maison,NA
377,https://www.zoopla.co.uk//for-sale/details/54340276,Londres,NW10,Holland Road London NW10,695000,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
378,https://www.zoopla.co.uk//for-sale/details/54340275,Londres,W2,The Westbourne Notting Hill London W2,1000000,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
379,https://www.zoopla.co.uk//for-sale/details/54340279,Londres,W2,Hereford Road London W2,825000,NA,vente,A,1,NA,NA,1 bed flat for sale,Appartement,NA
380,https://www.zoopla.co.uk//for-sale/details/54340255,Londres,NW9,Burgess Avenue London NW9,350000,NA,vente,A,2,1,1,2 bed maisonette for sale,Maisonette,NA
381,https://www.zoopla.co.uk//new-homes/details/54340124,Londres,N8,Hornsey Park Road Clarendon Hornsey N8,449000,NA,vente,N,1,1,1,1 bed flat for sale,Appartement,NA
382,https://www.zoopla.co.uk//for-sale/details/54340059,Londres,SE1,St. Saviours Wharf 25 Mill Street London SE1,1150000,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
383,https://www.zoopla.co.uk//for-sale/details/51890840,Londres,SW6,Westbourne Apartments 5 Central Avenue SW6,595000,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
384,https://www.zoopla.co.uk//for-sale/details/54339897,Ruislip,HA4,Ducks Hill Road Ruislip Middlesex HA4,1000000,NA,vente,A,3,NA,NA,3 bed property for sale,Maison avec jardin,NA
385,https://www.zoopla.co.uk//for-sale/details/54339896, Ruislip,HA4,Fawn Court 9 Arla Place Ruislip Middlesex HA4,425000,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
386,https://www.zoopla.co.uk//for-sale/details/34847143,London,SW1W,Sloane Gardens London SW1W,860000,NA,vente,A,1,NA,NA,1 bed flat for sale,Appartement,NA
387,https://www.zoopla.co.uk//for-sale/details/54339874,Londres,W12,Frobisher Court 60 Lime Grove London W12,430000,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
388,https://www.zoopla.co.uk//for-sale/details/54339864,Londres,SW17,Stella Road London SW17,380000,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
389,https://www.zoopla.co.uk//for-sale/details/54339865,Londres,SW15,Ashlone Road London SW15,1250000,NA,vente,A,3,2,1,3 bed property for sale,Maison avec jardin,NA
390,https://www.zoopla.co.uk//for-sale/details/54339821,Uxbridge,UB8,Lynch Close Uxbridge UB8,475000,NA,vente,A,3,1,1,3 bed semi-detached house for sale,Maison,NA
391,https://www.zoopla.co.uk//for-sale/details/54339816,Londres,W10,Raddington Road London W10,450000,NA,vente,A,1,1,1,1 bed property for sale,Maison avec jardin,NA
392,https://www.zoopla.co.uk//for-sale/details/54339802,Londres,N1,Hertford Road London N1,800000,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
393,https://www.zoopla.co.uk//for-sale/details/47839385,Londres,SW3,Paultons Square London SW3,4650000,NA,vente,A,4,3,3,4 bed terraced house for sale,Maison,NA
394,https://www.zoopla.co.uk//for-sale/details/54339729,Londres,SW3,Donne Place London SW3,2350000,NA,vente,A,3,2,1,3 bed terraced house for sale,Maison,NA
395,https://www.zoopla.co.uk//for-sale/details/48201635,Chelsea,SW1W,Sloane Gardens Chelsea SW1W,2500000,135,vente,A,2,2,2,2 bed flat for sale,Appartement,NA
396,https://www.zoopla.co.uk//for-sale/details/54339691,Londres,E2,49 Durant Street London E2,620000,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
397,https://www.zoopla.co.uk//for-sale/details/54339669,Londres,N22,Gladstone Avenue Wood Green London N22,400000,NA,vente,A,2,1,1,2 bed maisonette for sale,Maisonette,NA
398,https://www.zoopla.co.uk//for-sale/details/54339614,Londres,SW4,Porteus Place London SW4,1250000,NA,vente,A,2,2,1,2 bed property for sale,Maison avec jardin,NA
399,https://www.zoopla.co.uk//for-sale/details/54339591,Londres,NW8,Rutland Mews London Greater London. NW8,1895000,NA,vente,A,3,4,1,3 bed terraced house for sale,Maison,NA
400,https://www.zoopla.co.uk//for-sale/details/54339592,Londres,NW8,Rutland Mews London Greater London. NW8,1865000,NA,vente,A,3,3,NA,3 bed terraced house for sale,Maison,NA
401,https://www.zoopla.co.uk//for-sale/details/54339547,Londres,N7,Geary Street London N7,325000,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
402,https://www.zoopla.co.uk//for-sale/details/54339536,Londres,SW11,Cabul Road Battersea London SW11,725000,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
403,https://www.zoopla.co.uk//for-sale/details/54339540,Londres,SW5,Moscow Mansions 224 Cromwell Road London SW5,550000,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
404,https://www.zoopla.co.uk//for-sale/details/44455636, West Drayton,UB7,Beaudesert Mews Church Road West Drayton Middlesex UB7,995000,NA,vente,A,5,NA,NA,5 bed detached house for sale,Maison,NA
405,https://www.zoopla.co.uk//for-sale/details/54339483,Surrey.,KT19,Larkspur Way West Ewell Surrey. KT19,325000,NA,vente,A,2,1,1,2 bed maisonette for sale,Maisonette,NA
406,https://www.zoopla.co.uk//for-sale/details/54339440,Londres,N1,St Williams Court Gifford Street London N1,845000,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
407,https://www.zoopla.co.uk//for-sale/details/54339441,Londres,N1,St Williams Court Gifford Street Kings Cross London N1,860000,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
408,https://www.zoopla.co.uk//for-sale/details/54339387,Beckenham,BR3,Malory Close Beckenham BR3,535000,NA,vente,A,3,1,NA,3 bed property for sale,Maison avec jardin,NA
409,https://www.zoopla.co.uk//for-sale/details/54339388,Beckenham,BR2,Church Road Beckenham BR2,299995,NA,vente,A,1,1,NA,1 bed flat for sale,Appartement,NA
410,https://www.zoopla.co.uk//for-sale/details/54339382,Surrey.,KT9,Stokesby Road Chessington Surrey. KT9,229950,NA,vente,A,1,1,1,1 bed maisonette for sale,Maisonette,NA
411,https://www.zoopla.co.uk//for-sale/details/54339356,Greater London,UB6,Torrington Road Perivale Greenford Greater London UB6,549950,NA,vente,A,5,NA,NA,5 bed semi-detached house for sale,Maison,NA
412,https://www.zoopla.co.uk//for-sale/details/54339295,Londres,SW19,Quicks Road Wimbledon SW19,450000,NA,vente,A,1,1,2,1 bed flat for sale,Appartement,NA
413,https://www.zoopla.co.uk//for-sale/details/54339262,Londres,W10,Portobello Road London W10,1250000,NA,vente,A,3,1,1,3 bed flat for sale,Appartement,NA
414,https://www.zoopla.co.uk//new-homes/details/54339260,Londres,E17,Essex Brewery 76-80 South Grove London E17,445000,62.430816,vente,N,1,1,1,1 bed flat for sale,Appartement,NA
415,https://www.zoopla.co.uk//for-sale/details/54339224,Enfield,EN2,Hillside Crescent Enfield EN2,589995,NA,vente,A,4,1,2,4 bed semi-detached house for sale,Maison,NA
416,https://www.zoopla.co.uk//for-sale/details/54339218,South Croydon,CR2,Beaufort Lodge 73 Penwortham Road South Croydon CR2,329950,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
417,https://www.zoopla.co.uk//for-sale/details/54339170,Harefield,UB9,Roman Close Harefield Middlesex UB9,420000,NA,vente,A,3,NA,NA,3 bed semi-detached house for sale,Maison,NA
418,https://www.zoopla.co.uk//for-sale/details/54339161,Londres,E17,Turner Road Walthamstow London E17,775000,NA,vente,A,4,NA,NA,4 bed terraced house for sale,Maison,NA
419,https://www.zoopla.co.uk//for-sale/details/54339158,Londres,SE1,North Block 1C Belvedere Road London SE1,540000,40.970223,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
420,https://www.zoopla.co.uk//for-sale/details/54339157,Londres,SE10,Hudson Building Deals Gateway London SE10,365000,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
421,https://www.zoopla.co.uk//for-sale/details/54339150,Welling,DA16,Bellegrove Close Welling DA16,320000,NA,vente,A,3,1,1,3 bed maisonette for sale,Maisonette,NA
422,https://www.zoopla.co.uk//for-sale/details/54339134,Londres,SW13,Nowell Road London SW13,900000,NA,vente,A,3,1,2,3 bed terraced house for sale,Maison,NA
423,https://www.zoopla.co.uk//for-sale/details/54339135,Londres,NW8,Ainsworth Way London NW8,725000,NA,vente,A,4,2,2,4 bed maisonette for sale,Maisonette,NA
424,https://www.zoopla.co.uk//new-homes/details/54339084,Barnet,EN4,Pentagon House 18 Camlet Way Hadley Wood Barnet EN4,1250000,NA,vente,N,3,2,2,3 bed flat for sale,Appartement,NA
425,https://www.zoopla.co.uk//for-sale/details/54339083,Londres,N2,East End Road East Finchley London N2,1100000,NA,vente,A,4,NA,NA,4 bed semi-detached house for sale,Maison,NA
426,https://www.zoopla.co.uk//for-sale/details/54339074,Londres,E11,Forest Drive East Leytonstone London E11,750000,NA,vente,A,3,1,1,3 bed detached house for sale,Maison,NA
427,https://www.zoopla.co.uk//for-sale/details/53203685,Londres,SE14,3 Samuel Close South Bermondsey SE14,230000,NA,vente,A,NA,1,1,Studio for sale,Studio,NA
428,https://www.zoopla.co.uk//for-sale/details/54339050,Londres,N21,17 Newsholme Drive Winchmore Hill N21,369000,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
429,https://www.zoopla.co.uk//for-sale/details/54339049,Edgware,HA8,Wenlock Road Edgware HA8,440000,NA,vente,A,3,NA,NA,3 bed terraced house for sale,Maison,NA
430,https://www.zoopla.co.uk//for-sale/details/54339041,Londres,E1,Mercer Court 6 Candle Street London E1,142200,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
431,https://www.zoopla.co.uk//for-sale/details/54339028,Harrow,HA3,Byron Road Wealdstone Harrow HA3,360000,NA,Enchères,A,3,1,1,3 bed end terrace house for sale,Maison,NA
432,https://www.zoopla.co.uk//for-sale/details/54339034,Londres,E17,Howard Road London E17,345000,NA,Enchères,A,3,1,NA,3 bed flat for sale,Appartement,NA
433,https://www.zoopla.co.uk//for-sale/details/54339030,Londres,SW20,Oxford Avenue London SW20,180000,NA,Enchères,A,2,1,1,2 bed flat for sale,Appartement,NA
434,https://www.zoopla.co.uk//for-sale/details/54339033,Londres,SE15,Rye Hill Park London SE15,350000,NA,Enchères,A,3,1,NA,3 bed flat for sale,Appartement,NA
435,https://www.zoopla.co.uk//for-sale/details/54339029,Londres,SW19,Haydons Road London SW19,250000,NA,Enchères,A,2,1,1,2 bed flat for sale,Appartement,NA
436,https://www.zoopla.co.uk//for-sale/details/54339020,Londres,SW19,Haydons Road London SW19,200000,NA,Enchères,A,3,1,NA,3 bed flat for sale,Appartement,NA
437,https://www.zoopla.co.uk//for-sale/details/54338971,London,SW1E,Palace Place Westminster London SW1E,3995000,NA,vente,A,3,3,1,3 bed flat for sale,Appartement,NA
438,https://www.zoopla.co.uk//for-sale/details/54338954,Londres,SE9,(Copy Of) Restons Crescent London SE9,575000,NA,vente,A,4,2,NA,4 bed semi-detached house for sale,Maison,NA
439,https://www.zoopla.co.uk//for-sale/details/54338891,Londres,SW3,Chelsea Manor Street Chelsea London SW3,550000,NA,vente,A,NA,1,1,Studio for sale,Studio,NA
440,https://www.zoopla.co.uk//for-sale/details/54338884,Londres,SW18,Elsynge Road London SW18,1795000,NA,vente,A,5,2,2,5 bed semi-detached house for sale,Maison,NA
441,https://www.zoopla.co.uk//for-sale/details/54338880,London,EC1V,City Road Angel London EC1V,800000,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
442,https://www.zoopla.co.uk//for-sale/details/54338882,London,EC1Y,Chequer Street Old Street London EC1Y,895000,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
443,https://www.zoopla.co.uk//for-sale/details/54338872,Hounslow,TW3,Madison Heights Hounslow TW3,250000,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
444,https://www.zoopla.co.uk//for-sale/details/54338871,Isleworth,TW7,Herbert Place Isleworth TW7,665000,NA,vente,A,3,1,1,3 bed terraced house for sale,Maison,NA
445,https://www.zoopla.co.uk//for-sale/details/54338856,Londres,W5,Elm Avenue Ealing Common London W5,435000,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
446,https://www.zoopla.co.uk//for-sale/details/54338840,Londres,NW6,Goldhurst Terrace South Hampstead London NW6,310000,NA,vente,A,NA,1,1,Studio for sale,Studio,NA
447,https://www.zoopla.co.uk//for-sale/details/54338841,Thornton Heath,CR7,Beulah Crescent Thornton Heath CR7,220000,NA,vente,A,NA,NA,NA,Land for sale,Terrain,NA
448,https://www.zoopla.co.uk//for-sale/details/54338843,Londres,E11,Pearcroft Road London E11,390000,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
449,https://www.zoopla.co.uk//for-sale/details/54338839,Londres,NW2,Finchley Road Child's Hill London NW2,595000,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
450,https://www.zoopla.co.uk//for-sale/details/54338836,Sutton,SM1,Osprey Close Cheam Sutton SM1,525000,NA,vente,A,3,3,2,3 bed end terrace house for sale,Maison,NA
451,https://www.zoopla.co.uk//for-sale/details/54338835,Wallington,SM6,Maldon Road Wallington SM6,325000,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
452,https://www.zoopla.co.uk//for-sale/details/54338829,Londres,NW2,Dartmouth Road Willesden Green London NW2,475000,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
453,https://www.zoopla.co.uk//for-sale/details/54338823,Londres,W9,Morshead Mansions Morshead Road London W9,1225000,NA,vente,A,3,2,1,3 bed flat for sale,Appartement,NA
454,https://www.zoopla.co.uk//for-sale/details/54338819,Twickenham,TW1,Heath Road Twickenham TW1,390000,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
455,https://www.zoopla.co.uk//for-sale/details/54338812,Londres,SW19,Southlands Drive Wimbledon London SW19,2000000,NA,vente,A,4,4,2,4 bed property for sale,Maison avec jardin,NA
456,https://www.zoopla.co.uk//for-sale/details/54338753,Londres,SW14,St. Leonards Road London SW14,525000,NA,vente,A,3,1,1,3 bed flat for sale,Appartement,NA
457,https://www.zoopla.co.uk//new-homes/details/54338729,Londres,E2,Austin Street Shoreditch London E2,899950,NA,vente,N,2,2,1,2 bed flat for sale,Appartement,NA
458,https://www.zoopla.co.uk//new-homes/details/54338752,Londres,E2,Austin Street Shoreditch London E2,1099950,NA,vente,N,3,2,1,3 bed flat for sale,Appartement,NA
459,https://www.zoopla.co.uk//for-sale/details/54338711,Londres,E9,5 King Edward's Road Hackney E9,538000,NA,vente,A,NA,1,NA,Studio for sale,Studio,NA
460,https://www.zoopla.co.uk//for-sale/details/54338689,Londres,NW8,Queens Terrace London NW8,2100000,NA,vente,A,3,2,NA,3 bed flat for sale,Appartement,NA
461,https://www.zoopla.co.uk//for-sale/details/54338673,Londres,W6,Parr's Way London W6,1200000,NA,vente,A,2,2,NA,2 bed flat for sale,Appartement,NA
462,https://www.zoopla.co.uk//for-sale/details/54338675,Londres,SW3,Draycott Place London SW3,1195000,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
463,https://www.zoopla.co.uk//new-homes/details/54338670,Londres,W14,Redan Street West Kensington London W14,929950,NA,vente,N,2,2,1,2 bed flat for sale,Appartement,NA
464,https://www.zoopla.co.uk//for-sale/details/54338642,Erith,DA8,Crescent Road Erith DA8,220000,NA,Enchères,A,4,1,1,4 bed terraced house for sale,Maison,NA
465,https://www.zoopla.co.uk//for-sale/details/54338653,Londres,E11,Ferndale Road London E11,250000,NA,Enchères,A,2,1,1,2 bed flat for sale,Appartement,NA
466,https://www.zoopla.co.uk//for-sale/details/54338628,Coulsdon,CR5,Chipstead Valley Road Coulsdon CR5,115000,NA,Enchères,A,3,1,1,3 bed property for sale,Maison avec jardin,NA
467,https://www.zoopla.co.uk//for-sale/details/54338650,Londres,E14,Manchester Road London E14,720000,NA,Enchères,A,3,2,1,3 bed terraced house for sale,Maison,NA
468,https://www.zoopla.co.uk//for-sale/details/54338644,Sutton,SM1,Sutton Common Road Sutton SM1,550000,NA,Enchères,A,3,1,2,3 bed end terrace house for sale,Maison,NA
469,https://www.zoopla.co.uk//for-sale/details/54338645,Croydon,CR0,Jennett Road Croydon CR0,210000,NA,Enchères,A,2,1,2,2 bed terraced house for sale,Maison,NA
470,https://www.zoopla.co.uk//for-sale/details/54338641,Morden,SM4,Central Road Morden SM4,360000,NA,Enchères,A,3,1,2,3 bed end terrace house for sale,Maison,NA
471,https://www.zoopla.co.uk//for-sale/details/54338630,Londres,SW6,New Kings Road London SW6,465000,NA,Enchères,A,2,2,1,2 bed maisonette for sale,Maisonette,NA
472,https://www.zoopla.co.uk//for-sale/details/54338633,Twickenham,TW2,Nelson Road Whitton Twickenham TW2,10000,NA,Enchères,A,2,1,2,Land for sale,Terrain,NA
473,https://www.zoopla.co.uk//for-sale/details/54338627,Londres,N17,Nursery Court London N17,180000,NA,Enchères,A,2,1,1,2 bed flat for sale,Appartement,NA
474,https://www.zoopla.co.uk//for-sale/details/54338609,Londres,N16,Cranwich Road London N16,690000,NA,Enchères,A,4,NA,2,4 bed terraced house for sale,Maison,NA
475,https://www.zoopla.co.uk//for-sale/details/54338611,Londres,N16,Sandbrook Road London N16,270000,NA,Enchères,A,1,1,1,1 bed flat for sale,Appartement,NA
476,https://www.zoopla.co.uk//for-sale/details/54338597,Londres,E1,Carlton Square London E1,195000,NA,Enchères,A,1,1,1,1 bed flat for sale,Appartement,NA
477,https://www.zoopla.co.uk//for-sale/details/54338596,Londres,SE19,Belvedere Road London SE19,275000,NA,Enchères,A,2,1,1,2 bed flat for sale,Appartement,NA
478,https://www.zoopla.co.uk//for-sale/details/54338612,Londres,NW10,Bramshill Road London NW10,250000,NA,Enchères,A,1,1,1,1 bed flat for sale,Appartement,NA
479,https://www.zoopla.co.uk//for-sale/details/54338598,Londres,E11,Peach Grove London E11,250000,NA,Enchères,A,2,1,1,2 bed flat for sale,Appartement,NA
480,https://www.zoopla.co.uk//for-sale/details/54338622,Harrow,HA3,Bancroft Gardens Harrow HA3,25000,NA,Enchères,A,NA,NA,NA,Land for sale,Terrain,NA
481,https://www.zoopla.co.uk//for-sale/details/54338621,Londres,NW2,Staverton Road London NW2,250000,NA,Enchères,A,2,1,1,2 bed flat for sale,Appartement,NA
482,https://www.zoopla.co.uk//for-sale/details/54338562,Londres,N15,Crowland Road London N15,240000,NA,Enchères,A,1,1,1,1 bed flat for sale,Appartement,NA
483,https://www.zoopla.co.uk//for-sale/details/54338570,Londres,SE17,Smyrks Road London SE17,180000,NA,Enchères,A,1,1,1,1 bed flat for sale,Appartement,NA
484,https://www.zoopla.co.uk//for-sale/details/54338615,Londres,E10,Kettlebaston Road London E10,40000,NA,Enchères,A,2,1,1,2 bed flat for sale,Appartement,NA
485,https://www.zoopla.co.uk//for-sale/details/54338564,Londres,N15,Crowland Road London N15,230000,NA,Enchères,A,1,1,1,1 bed flat for sale,Appartement,NA
486,https://www.zoopla.co.uk//for-sale/details/54338561,Londres,SE14,Hatcham Park Mews London SE14,310000,NA,Enchères,A,2,1,1,2 bed flat for sale,Appartement,NA
487,https://www.zoopla.co.uk//for-sale/details/54338565,Londres,SW18,Earlsfield Road London SW18,1750000,NA,Enchères,A,5,2,2,5 bed terraced house for sale,Maison,NA
488,https://www.zoopla.co.uk//for-sale/details/54338568,Londres,SW6,Wandsworth Bridge Road London SW6,415000,NA,Enchères,A,2,1,1,2 bed property for sale,Maison avec jardin,NA
489,https://www.zoopla.co.uk//for-sale/details/54338589,Dagenham,RM9,Porters Avenue Becontree Dagenham RM9,130000,NA,Enchères,A,3,1,1,3 bed flat for sale,Appartement,NA
490,https://www.zoopla.co.uk//for-sale/details/54338551,Londres,SE5,Lilford Road London SE5,560000,NA,Enchères,A,4,1,NA,4 bed end terrace house for sale,Maison,NA
491,https://www.zoopla.co.uk//for-sale/details/54338560,Londres,SE25,Whitehorse Lane London SE25,250000,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
492,https://www.zoopla.co.uk//for-sale/details/54338563,Londres,SW9,Stirling Road London SW9,305000,NA,Enchères,A,2,1,NA,2 bed flat for sale,Appartement,NA
493,https://www.zoopla.co.uk//for-sale/details/54338534,Londres,SE6,Brownhill Road London SE6,245000,NA,Enchères,A,2,1,1,2 bed flat for sale,Appartement,NA
494,https://www.zoopla.co.uk//for-sale/details/54338546,Londres,W14,Kensington High Street London W14,515000,NA,Enchères,A,1,1,1,1 bed flat for sale,Appartement,NA
495,https://www.zoopla.co.uk//for-sale/details/54338543,Londres,SW8,St. Philip Street London SW8,500000,NA,Enchères,A,7,NA,NA,7 bed terraced house for sale,Maison,NA
496,https://www.zoopla.co.uk//for-sale/details/54338544,Kenley,CR8,Lower Road Kenley CR8,250000,NA,Enchères,A,2,1,2,2 bed end terrace house for sale,Maison,NA
497,https://www.zoopla.co.uk//for-sale/details/54338528,Londres,E5,Millfields Road London E5,145000,NA,Enchères,A,NA,NA,NA,Studio for sale,Studio,NA
498,https://www.zoopla.co.uk//for-sale/details/54338523,Sutton,SM1,Harold Road Sutton SM1,299000,NA,Enchères,A,2,1,1,2 bed end terrace house for sale,Maison,NA
499,https://www.zoopla.co.uk//for-sale/details/54338536,Londres,W14,Kensington High Street London W14,530000,NA,Enchères,A,2,2,1,2 bed flat for sale,Appartement,NA
500,https://www.zoopla.co.uk//for-sale/details/54338536,Londres,W14,Kensington High Street London W14,530000,NA,Enchères,A,2,2,1,2 bed flat for sale,Appartement,NA
501,https://www.zoopla.co.uk//for-sale/details/54338501,Londres,E2,Boundary Street London E2,850000,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
502,https://www.zoopla.co.uk//new-homes/details/54338499,London,UB3,Nestles Avenue Hayes Middlesex London UB3,400000,NA,vente,N,2,2,1,2 bed flat for sale,Appartement,NA
503,https://www.zoopla.co.uk//for-sale/details/54338445,Londres,N9,Barbot Close Edmonton N9,185000,NA,vente,A,NA,1,1,Studio for sale,Studio,NA
504,https://www.zoopla.co.uk//new-homes/details/54338436,Londres,E13,Green Street Upton Park London E13,485000,NA,vente,N,2,2,1,2 bed flat for sale,Appartement,NA
505,https://www.zoopla.co.uk//new-homes/details/53423305,Londres,N3,Plot 8 Ballards Lane Finchley London N3,599000,NA,vente,N,2,2,1,2 bed flat for sale,Appartement,NA
506,https://www.zoopla.co.uk//new-homes/details/54338430, Eastcote,HA4,Luna 272 Field End Road Eastcote Middlesex HA4,330000,NA,vente,N,1,1,1,1 bed flat for sale,Appartement,Help to buy
507,https://www.zoopla.co.uk//for-sale/details/54338009,Wembley,HA0,Sylvester Road Wembley HA0,1100000,NA,vente,A,6,3,2,6 bed detached house for sale,Maison,NA
508,https://www.zoopla.co.uk//new-homes/details/54337991,Londres,N8,Alexandra Palace Gardens Clarendon Hornsey N8,460000,NA,vente,N,1,1,1,1 bed flat for sale,Appartement,NA
