,URL,ville,code postal,Adresses,prix livre,surface m2,Enchere ou vente,Etat neuf ou ancien,Nombre de chambres,Nombre de SDB,Nombre de séjour,Description,Type bien,Aide
0,https://www.zoopla.co.uk//new-homes/details/54347970,Londres,SE13,Waterside Court Weardale Road London SE13,417500,NA,vente,N,2,NA,NA,2 bed flat for sale,Appartement,NA
1,https://www.zoopla.co.uk//new-homes/details/54347971,Londres,SE13,Waterside Court Weardale Road London SE13,104375,NA,vente,N,2,NA,NA,2 bed flat for sale,Appartement,NA
2,https://www.zoopla.co.uk//new-homes/details/54347908,Londres,SW8,Keybridge Tower 1 Exchange Gardens Vauxhall SW8,950000,NA,vente,N,2,2,1,2 bed flat for sale,Appartement,NA
3,https://www.zoopla.co.uk//for-sale/details/54347894,Barnet,EN5,Blenheim Road Barnet EN5,450000,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
4,https://www.zoopla.co.uk//new-homes/details/54347854,Londres,E6,Kempton Road London E6,335000,42,vente,N,1,1,NA,1 bed flat for sale,Appartement,NA
5,https://www.zoopla.co.uk//for-sale/details/54347824,Londres,E14,Chipka Street Docklands E14,430000,78.96755,vente,A,2,1,NA,2 bed flat for sale,Appartement,NA
6,https://www.zoopla.co.uk//for-sale/details/54347815,Londres,SE26,Ridgewell Close Sydenham SE26,475000,NA,vente,A,3,1,2,3 bed semi-detached house for sale,Maison,NA
7,https://www.zoopla.co.uk//for-sale/details/54347808,Ilford,IG6,Fencepiece Road Ilford IG6,625000,NA,vente,A,NA,NA,NA,Land for sale,Terrain,NA
8,https://www.zoopla.co.uk//new-homes/details/54347805,Croydon,CR0,Wellesley Road Croydon CR0,394950,65.0321,vente,N,2,1,NA,2 bed flat for sale,Appartement,NA
9,https://www.zoopla.co.uk//for-sale/details/54347794,Londres,SE6,Blythe Vale London SE6,710000,NA,vente,A,3,1,3,3 bed terraced house for sale,Maison,NA
10,https://www.zoopla.co.uk//for-sale/details/54347796,Chelsea,SW1W,Gatliff Road Chelsea SW1W,137500,45.52247,vente,A,1,1,NA,1 bed flat for sale,Appartement,NA
11,https://www.zoopla.co.uk//new-homes/details/54347790,Southall,UB1,High Street Southall UB1,350000,50,vente,N,1,1,NA,1 bed flat for sale,Appartement,NA
12,https://www.zoopla.co.uk//new-homes/details/54347768,Southall,UB1,High Street Southall UB1,290000,41,vente,N,1,1,NA,1 bed flat for sale,Appartement,NA
13,https://www.zoopla.co.uk//for-sale/details/52314039,Londres,SW11,Altissima House 340 Queenstown Road London SW11,1050000,NA,vente,A,1,NA,NA,1 bed flat for sale,Appartement,NA
14,https://www.zoopla.co.uk//for-sale/details/54347684,Londres,SE15,9 Evan Cook Close Peckham SE15,500000,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
15,https://www.zoopla.co.uk//for-sale/details/54347594,Croydon,CR0,Addiscombe Court Road Addiscombe Croydon CR0,499950,NA,vente,A,3,2,2,3 bed property for sale,Maison avec jardin,NA
16,https://www.zoopla.co.uk//for-sale/details/54347425,Londres,SW18,Trefoil Road Wandsworth London SW18,1600000,NA,vente,A,4,NA,NA,4 bed terraced house for sale,Maison,NA
17,https://www.zoopla.co.uk//for-sale/details/54347426,Londres,SW18,Brocklebank Road London SW18,1100000,NA,vente,A,4,NA,NA,4 bed terraced house for sale,Maison,NA
18,https://www.zoopla.co.uk//for-sale/details/54347424,Londres,E1,Brushfield Street Spitalfields London E1,1495000,NA,vente,A,3,NA,NA,3 bed maisonette for sale,Maisonette,NA
19,https://www.zoopla.co.uk//for-sale/details/54347422,Londres,NW2,Cricklewood Lane Cricklewood NW2,530000,NA,vente,A,3,1,1,3 bed flat for sale,Appartement,NA
20,https://www.zoopla.co.uk//for-sale/details/54347417,Londres,SE18,Building 22 Cadogan Road London SE18,560000,NA,vente,A,3,2,1,3 bed flat for sale,Appartement,NA
21,https://www.zoopla.co.uk//for-sale/details/52829396,Londres,SW18,Wimbledon Park Road Putney London SW18,2650000,NA,vente,A,5,NA,NA,5 bed terraced house for sale,Maison,NA
22,https://www.zoopla.co.uk//for-sale/details/54347402,Londres,SW18,Spencer Road London SW18,2500000,NA,vente,A,4,NA,NA,4 bed semi-detached house for sale,Maison,NA
23,https://www.zoopla.co.uk//for-sale/details/54347358,Erith,DA8,Dickens Close Erith Kent DA8,400000,NA,vente,A,3,NA,NA,3 bed semi-detached house for sale,Maison,NA
24,https://www.zoopla.co.uk//for-sale/details/54347348,Hayes,UB3,Swift Close Hayes Middlesex UB3,315000,NA,vente,A,3,NA,NA,3 bed flat for sale,Appartement,NA
25,https://www.zoopla.co.uk//for-sale/details/54347341,Londres,SW6,Waldemar Avenue Fulham London SW6,2500000,NA,vente,A,6,NA,NA,6 bed terraced house for sale,Maison,NA
26,https://www.zoopla.co.uk//for-sale/details/54347318,Londres,SW10,Cathcart Road Chelsea London SW10,6250000,NA,vente,A,5,NA,NA,5 bed detached house for sale,Maison,NA
27,https://www.zoopla.co.uk//for-sale/details/54347305,Croydon,CR0,Kelvin Gardens Croydon Surrey CR0,325000,NA,vente,A,2,NA,NA,2 bed terraced house for sale,Maison,NA
28,https://www.zoopla.co.uk//for-sale/details/54347304,Ruislip,HA4,Beverley Road Ruislip HA4,395000,NA,vente,A,2,NA,NA,2 bed terraced house for sale,Maison,NA
29,https://www.zoopla.co.uk//for-sale/details/54347303,Londres,SW8,Richborne Terrace Richborne Terrace London SW8,485000,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
30,https://www.zoopla.co.uk//for-sale/details/54347290, Southall,UB2,Chaucer House Hilda Road Southall Middlesex UB2,399950,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
31,https://www.zoopla.co.uk//for-sale/details/52222525,Londres,N2,Park Gate London N2,435000,NA,vente,A,2,1,1,2 bed property for sale,Maison avec jardin,NA
32,https://www.zoopla.co.uk//for-sale/details/54347265,Croydon,CR0,Newton House 175 Queens Road Croydon CR0,235000,NA,vente,A,1,NA,NA,1 bed flat for sale,Appartement,NA
33,https://www.zoopla.co.uk//for-sale/details/54347256,Croydon,CR0,Addiscombe Road Croydon CR0,250000,NA,vente,A,1,NA,NA,1 bed flat for sale,Appartement,NA
34,https://www.zoopla.co.uk//for-sale/details/54347253,Londres,SW4,Lambourn Road Clapham Old Town SW4,825000,NA,vente,A,2,1,NA,2 bed flat for sale,Appartement,NA
35,https://www.zoopla.co.uk//for-sale/details/54347252,Londres,SE23,Taymount Rise Forest Hill London SE23,399950,59,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
36,https://www.zoopla.co.uk//for-sale/details/54347248,Londres,SE23,Queenswood Road London SE23,999950,190,vente,A,5,2,2,5 bed terraced house for sale,Maison,NA
37,https://www.zoopla.co.uk//for-sale/details/54347246,Londres,SE23,Paxton Road London SE23,280000,46,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
38,https://www.zoopla.co.uk//for-sale/details/54347236,Hayes,UB3,Hesa Road Hayes UB3,436000,NA,vente,A,3,1,1,3 bed terraced house for sale,Maison,NA
39,https://www.zoopla.co.uk//for-sale/details/54347188,Londres,SE14,Hunsdon Road London SE14,775000,NA,vente,A,3,2,NA,3 bed terraced house for sale,Maison,NA
40,https://www.zoopla.co.uk//for-sale/details/54347178,Londres,NW10,Rucklidge Avenue London NW10,685000,NA,vente,A,3,NA,NA,3 bed property for sale,Maison avec jardin,NA
41,https://www.zoopla.co.uk//for-sale/details/54347177,Londres,NW10,Nightingale Road London NW10,499950,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
42,https://www.zoopla.co.uk//for-sale/details/54347173,Londres,NW9,Church Lane Kingsbury NW9,625000,NA,vente,A,3,1,1,3 bed semi-detached house for sale,Maison,NA
43,https://www.zoopla.co.uk//for-sale/details/54347171,Londres,SE14,Myers Lane Surrey Quays SE14,268000,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
44,https://www.zoopla.co.uk//for-sale/details/54347155,Londres,SW17,Robinson Road Colliers Wood SW17,328000,41,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
45,https://www.zoopla.co.uk//for-sale/details/54347119,Londres,E14,Panoramic Tower Poplar London E14,375000,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
46,https://www.zoopla.co.uk//for-sale/details/54347121,Barking,IG11,Schrier Ropeworks Barking Central Barking IG11,289995,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
47,https://www.zoopla.co.uk//for-sale/details/54347114,Londres,E15,Kerrison Road Stratford London E15,360000,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
48,https://www.zoopla.co.uk//for-sale/details/54347084,Surrey.,KT9,Bransby Road Chessington Surrey. KT9,320000,NA,vente,A,2,1,1,2 bed maisonette for sale,Maisonette,NA
49,https://www.zoopla.co.uk//for-sale/details/54347068, Croydon,CR0,Oaks Road Shirley Croydon Surrey CR0,1150000,NA,vente,A,5,NA,NA,5 bed detached house for sale,Maison,NA
50,https://www.zoopla.co.uk//for-sale/details/51739062,Chessington,KT9,Hunters Road Chessington KT9,550000,NA,vente,A,3,1,2,3 bed semi-detached house for sale,Maison,NA
51,https://www.zoopla.co.uk//for-sale/details/54346979,London,SW1X,Eaton Place London SW1X,4950000,NA,vente,A,2,2,2,2 bed flat for sale,Appartement,NA
52,https://www.zoopla.co.uk//for-sale/details/54346977,Londres,W8,Lexham Gardens London W8,1100000,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
53,https://www.zoopla.co.uk//for-sale/details/54346963,Londres,N15,Arnold Road Tottenham Haringey London N15,700000,NA,vente,A,4,NA,NA,4 bed end terrace house for sale,Maison,NA
54,https://www.zoopla.co.uk//new-homes/details/54346945,Londres,NW7,Millbrook Park Mill Hill NW7,465000,NA,vente,N,2,NA,NA,2 bed flat for sale,Appartement,NA
55,https://www.zoopla.co.uk//for-sale/details/54346938,Greenford,UB6,Greengate Greenford Middlesex UB6,525000,NA,vente,A,3,NA,NA,3 bed semi-detached house for sale,Maison,NA
56,https://www.zoopla.co.uk//for-sale/details/54346936,Londres,NW8,Addison House Grove End Road London NW8,529995,NA,vente,A,1,NA,NA,1 bed flat for sale,Appartement,NA
57,https://www.zoopla.co.uk//for-sale/details/54346933,Londres,E1,Fleur De Lis Street Spitalfields London E1,825000,NA,vente,A,1,NA,NA,1 bed flat for sale,Appartement,NA
58,https://www.zoopla.co.uk//for-sale/details/54346932,London,WC1N,Great James Street Bloomsbury London WC1N,5500000,NA,vente,A,4,NA,NA,4 bed terraced house for sale,Maison,NA
59,https://www.zoopla.co.uk//for-sale/details/54346930,London,EC1V,Seward Street Clerkenwell London EC1V,650000,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
60,https://www.zoopla.co.uk//for-sale/details/54346920,London,SW1X,Upper Belgrave Street London SW1X,8500000,NA,vente,A,3,NA,NA,3 bed flat for sale,Appartement,NA
61,https://www.zoopla.co.uk//for-sale/details/54346921,Londres,SW7,Neville Terrace London SW7,4300000,NA,vente,A,5,NA,NA,5 bed terraced house for sale,Maison,NA
62,https://www.zoopla.co.uk//for-sale/details/54346919,Surbiton,KT5,Elmbridge Avenue Berrylands Surbiton KT5,860000,NA,vente,A,3,1,2,3 bed semi-detached house for sale,Maison,NA
63,https://www.zoopla.co.uk//new-homes/details/54346905,Londres,SW15,Sefton Street Putney London SW15,690000,NA,vente,N,2,NA,NA,2 bed flat for sale,Appartement,NA
64,https://www.zoopla.co.uk//new-homes/details/54346906,Londres,SW15,Sefton Street Putney London SW15,695000,NA,vente,N,2,NA,NA,2 bed maisonette for sale,Maisonette,NA
65,https://www.zoopla.co.uk//new-homes/details/54346907,Londres,SW15,Sefton Street Putney London SW15,625000,NA,vente,N,2,NA,NA,2 bed maisonette for sale,Maisonette,NA
66,https://www.zoopla.co.uk//new-homes/details/54346908,Londres,SW15,Sefton Street Putney London SW15,425000,NA,vente,N,1,NA,NA,1 bed flat for sale,Appartement,NA
67,https://www.zoopla.co.uk//for-sale/details/54346896,Londres,W2,Hereford Road Notting Hill London W2,825000,NA,vente,A,1,NA,NA,1 bed flat for sale,Appartement,NA
68,https://www.zoopla.co.uk//for-sale/details/54346895,Londres,SW11,Lavender Hill London SW11,625000,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
69,https://www.zoopla.co.uk//for-sale/details/54346890,Erith,DA8,Frobisher Road Erith Kent DA8,110000,NA,vente,A,NA,1,1,Studio for sale,Studio,NA
70,https://www.zoopla.co.uk//for-sale/details/54346891, Erith,DA8,Waters Edge Court 1 Wharfside Close Erith Kent DA8,170000,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
71,https://www.zoopla.co.uk//for-sale/details/54346887,London,W1G,Waverley Court 34-37 Beaumont Street Marylebone London W1G,895000,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
72,https://www.zoopla.co.uk//new-homes/details/54346888,London,W1T,Rathbone Square 37 Rathbone Place Fitzrovia London W1T,2700000,NA,vente,N,3,NA,NA,3 bed flat for sale,Appartement,NA
73,https://www.zoopla.co.uk//new-homes/details/54346877,London,SW1E,1 Kings Gate Walk London SW1E,10500000,301.93475,vente,N,4,4,1,4 bed flat for sale,Appartement,NA
74,https://www.zoopla.co.uk//for-sale/details/54346879,London,SW1W,Ebury Street London SW1W,3095000,NA,vente,A,3,NA,NA,3 bed flat for sale,Appartement,NA
75,https://www.zoopla.co.uk//new-homes/details/54346875,Londres,E2,Hackney Road London E2,685000,NA,vente,N,2,NA,NA,2 bed flat for sale,Appartement,NA
76,https://www.zoopla.co.uk//for-sale/details/54346866,Londres,NW5,Dartmouth Park Road London NW5,2000000,NA,vente,A,3,NA,NA,3 bed detached house for sale,Maison,NA
77,https://www.zoopla.co.uk//for-sale/details/54346844,Londres,SE3,Coleraine Road Blackheath SE3,399995,NA,vente,A,3,NA,NA,3 bed flat for sale,Appartement,NA
78,https://www.zoopla.co.uk//new-homes/details/54346835,Londres,E16,Royal Albert Wharf Docklands London E16,355000,NA,vente,N,1,NA,NA,1 bed flat for sale,Appartement,NA
79,https://www.zoopla.co.uk//new-homes/details/54346836,Londres,E16,Royal Albert Wharf Docklands London E16,527500,NA,vente,N,2,NA,NA,2 bed flat for sale,Appartement,NA
80,https://www.zoopla.co.uk//new-homes/details/54346837,Londres,E16,Royal Albert Wharf Docklands London E16,507500,NA,vente,N,2,NA,NA,2 bed flat for sale,Appartement,NA
81,https://www.zoopla.co.uk//new-homes/details/54346838,Londres,E16,Royal Albert Wharf Docklands London E16,515000,NA,vente,N,2,NA,NA,2 bed flat for sale,Appartement,NA
82,https://www.zoopla.co.uk//for-sale/details/54346818,Londres,SE6,Bargery Road Catford London SE6,215000,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
83,https://www.zoopla.co.uk//new-homes/details/54346805,Londres,SW13,Barnes Avenue Barnes London SW13,3500000,NA,vente,N,5,NA,NA,5 bed detached house for sale,Maison,NA
84,https://www.zoopla.co.uk//for-sale/details/54346737,Londres,SW16,Ellora Road London SW16,725000,NA,vente,A,3,1,2,3 bed terraced house for sale,Maison,NA
85,https://www.zoopla.co.uk//for-sale/details/54346735,Romford,RM6,Portland Close Romford RM6,195000,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
86,https://www.zoopla.co.uk//for-sale/details/54345547,Londres,SE13,Lewisham High Street Lewisham London SE13,3000000,NA,vente,A,NA,NA,NA,Property for sale,Maison avec jardin,NA
87,https://www.zoopla.co.uk//for-sale/details/54345470,Londres,N1,Prebend Street London N1,700000,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
88,https://www.zoopla.co.uk//for-sale/details/54345453,Hornchurch,RM11,Birch Crescent Hornchurch Essex RM11,347000,NA,vente,A,3,1,1,3 bed semi-detached house for sale,Maison,NA
89,https://www.zoopla.co.uk//for-sale/details/54345414,Londres,SE3,28 Handley Drive Kidbrooke SE3,525000,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
90,https://www.zoopla.co.uk//for-sale/details/54345408,Sutton,SM1,Westminster Road Sutton SM1,355000,NA,vente,A,3,1,1,3 bed terraced house for sale,Maison,NA
91,https://www.zoopla.co.uk//for-sale/details/54345410,Londres,SE25,Ferndale Road London SE25,500000,NA,vente,A,3,1,2,3 bed terraced house for sale,Maison,NA
92,https://www.zoopla.co.uk//for-sale/details/54345387,Londres,E5,Pembury Close Pembury Road London E5,450000,71.814019,vente,A,3,NA,NA,3 bed flat for sale,Appartement,NA
93,https://www.zoopla.co.uk//for-sale/details/54345381,Hornchurch,RM11,Birch Crescent Hornchurch Essex RM11,525000,NA,vente,A,3,1,1,3 bed semi-detached house for sale,Maison,NA
94,https://www.zoopla.co.uk//for-sale/details/54345375,New Malden,KT3,South Lane New Malden KT3,790000,NA,vente,A,4,2,3,4 bed semi-detached house for sale,Maison,NA
95,https://www.zoopla.co.uk//for-sale/details/54345353,Londres,SW2,Brixton Hill London SW2,390000,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
96,https://www.zoopla.co.uk//for-sale/details/54345347,United Kingdom,RM1,Victoria Road Romford United Kingdom RM1,260000,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
97,https://www.zoopla.co.uk//for-sale/details/54345341,Londres,E12,Sheringham Avenue London E12,265000,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
98,https://www.zoopla.co.uk//for-sale/details/54345342,Erith,DA8,Pier Road Erith Kent DA8,225000,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
99,https://www.zoopla.co.uk//for-sale/details/54345333,Londres,W13,The Avenue London W13,305000,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
100,https://www.zoopla.co.uk//new-homes/details/54347970,Londres,SE13,Waterside Court Weardale Road London SE13,417500,NA,vente,N,2,NA,NA,2 bed flat for sale,Appartement,NA
101,https://www.zoopla.co.uk//new-homes/details/54347971,Londres,SE13,Waterside Court Weardale Road London SE13,104375,NA,vente,N,2,NA,NA,2 bed flat for sale,Appartement,NA
102,https://www.zoopla.co.uk//new-homes/details/54347908,Londres,SW8,Keybridge Tower 1 Exchange Gardens Vauxhall SW8,950000,NA,vente,N,2,2,1,2 bed flat for sale,Appartement,NA
103,https://www.zoopla.co.uk//for-sale/details/54347894,Barnet,EN5,Blenheim Road Barnet EN5,450000,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
104,https://www.zoopla.co.uk//new-homes/details/54347854,Londres,E6,Kempton Road London E6,335000,42,vente,N,1,1,NA,1 bed flat for sale,Appartement,NA
105,https://www.zoopla.co.uk//for-sale/details/54347824,Londres,E14,Chipka Street Docklands E14,430000,78.96755,vente,A,2,1,NA,2 bed flat for sale,Appartement,NA
106,https://www.zoopla.co.uk//for-sale/details/54347815,Londres,SE26,Ridgewell Close Sydenham SE26,475000,NA,vente,A,3,1,2,3 bed semi-detached house for sale,Maison,NA
107,https://www.zoopla.co.uk//for-sale/details/54347808,Ilford,IG6,Fencepiece Road Ilford IG6,625000,NA,vente,A,NA,NA,NA,Land for sale,Terrain,NA
108,https://www.zoopla.co.uk//new-homes/details/54347805,Croydon,CR0,Wellesley Road Croydon CR0,394950,65.0321,vente,N,2,1,NA,2 bed flat for sale,Appartement,NA
109,https://www.zoopla.co.uk//for-sale/details/54347794,Londres,SE6,Blythe Vale London SE6,710000,NA,vente,A,3,1,3,3 bed terraced house for sale,Maison,NA
110,https://www.zoopla.co.uk//for-sale/details/54347796,Chelsea,SW1W,Gatliff Road Chelsea SW1W,137500,45.52247,vente,A,1,1,NA,1 bed flat for sale,Appartement,NA
111,https://www.zoopla.co.uk//new-homes/details/54347790,Southall,UB1,High Street Southall UB1,350000,50,vente,N,1,1,NA,1 bed flat for sale,Appartement,NA
112,https://www.zoopla.co.uk//new-homes/details/54347768,Southall,UB1,High Street Southall UB1,290000,41,vente,N,1,1,NA,1 bed flat for sale,Appartement,NA
113,https://www.zoopla.co.uk//for-sale/details/52314039,Londres,SW11,Altissima House 340 Queenstown Road London SW11,1050000,NA,vente,A,1,NA,NA,1 bed flat for sale,Appartement,NA
114,https://www.zoopla.co.uk//for-sale/details/54347684,Londres,SE15,9 Evan Cook Close Peckham SE15,500000,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
115,https://www.zoopla.co.uk//for-sale/details/54347594,Croydon,CR0,Addiscombe Court Road Addiscombe Croydon CR0,499950,NA,vente,A,3,2,2,3 bed property for sale,Maison avec jardin,NA
116,https://www.zoopla.co.uk//for-sale/details/54347425,Londres,SW18,Trefoil Road Wandsworth London SW18,1600000,NA,vente,A,4,NA,NA,4 bed terraced house for sale,Maison,NA
117,https://www.zoopla.co.uk//for-sale/details/54347426,Londres,SW18,Brocklebank Road London SW18,1100000,NA,vente,A,4,NA,NA,4 bed terraced house for sale,Maison,NA
118,https://www.zoopla.co.uk//for-sale/details/54347424,Londres,E1,Brushfield Street Spitalfields London E1,1495000,NA,vente,A,3,NA,NA,3 bed maisonette for sale,Maisonette,NA
119,https://www.zoopla.co.uk//for-sale/details/54347422,Londres,NW2,Cricklewood Lane Cricklewood NW2,530000,NA,vente,A,3,1,1,3 bed flat for sale,Appartement,NA
120,https://www.zoopla.co.uk//for-sale/details/54347417,Londres,SE18,Building 22 Cadogan Road London SE18,560000,NA,vente,A,3,2,1,3 bed flat for sale,Appartement,NA
121,https://www.zoopla.co.uk//for-sale/details/52829396,Londres,SW18,Wimbledon Park Road Putney London SW18,2650000,NA,vente,A,5,NA,NA,5 bed terraced house for sale,Maison,NA
122,https://www.zoopla.co.uk//for-sale/details/54347402,Londres,SW18,Spencer Road London SW18,2500000,NA,vente,A,4,NA,NA,4 bed semi-detached house for sale,Maison,NA
123,https://www.zoopla.co.uk//for-sale/details/54347358,Erith,DA8,Dickens Close Erith Kent DA8,400000,NA,vente,A,3,NA,NA,3 bed semi-detached house for sale,Maison,NA
124,https://www.zoopla.co.uk//for-sale/details/54347348,Hayes,UB3,Swift Close Hayes Middlesex UB3,315000,NA,vente,A,3,NA,NA,3 bed flat for sale,Appartement,NA
125,https://www.zoopla.co.uk//for-sale/details/54347341,Londres,SW6,Waldemar Avenue Fulham London SW6,2500000,NA,vente,A,6,NA,NA,6 bed terraced house for sale,Maison,NA
126,https://www.zoopla.co.uk//for-sale/details/54347318,Londres,SW10,Cathcart Road Chelsea London SW10,6250000,NA,vente,A,5,NA,NA,5 bed detached house for sale,Maison,NA
127,https://www.zoopla.co.uk//for-sale/details/54347305,Croydon,CR0,Kelvin Gardens Croydon Surrey CR0,325000,NA,vente,A,2,NA,NA,2 bed terraced house for sale,Maison,NA
128,https://www.zoopla.co.uk//for-sale/details/54347303,Londres,SW8,Richborne Terrace Richborne Terrace London SW8,485000,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
129,https://www.zoopla.co.uk//for-sale/details/54347304,Ruislip,HA4,Beverley Road Ruislip HA4,395000,NA,vente,A,2,NA,NA,2 bed terraced house for sale,Maison,NA
130,https://www.zoopla.co.uk//for-sale/details/54347290, Southall,UB2,Chaucer House Hilda Road Southall Middlesex UB2,399950,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
131,https://www.zoopla.co.uk//for-sale/details/52222525,Londres,N2,Park Gate London N2,435000,NA,vente,A,2,1,1,2 bed property for sale,Maison avec jardin,NA
132,https://www.zoopla.co.uk//for-sale/details/54347265,Croydon,CR0,Newton House 175 Queens Road Croydon CR0,235000,NA,vente,A,1,NA,NA,1 bed flat for sale,Appartement,NA
133,https://www.zoopla.co.uk//for-sale/details/54347256,Croydon,CR0,Addiscombe Road Croydon CR0,250000,NA,vente,A,1,NA,NA,1 bed flat for sale,Appartement,NA
134,https://www.zoopla.co.uk//for-sale/details/54347253,Londres,SW4,Lambourn Road Clapham Old Town SW4,825000,NA,vente,A,2,1,NA,2 bed flat for sale,Appartement,NA
135,https://www.zoopla.co.uk//for-sale/details/54347252,Londres,SE23,Taymount Rise Forest Hill London SE23,399950,59,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
136,https://www.zoopla.co.uk//for-sale/details/54347248,Londres,SE23,Queenswood Road London SE23,999950,190,vente,A,5,2,2,5 bed terraced house for sale,Maison,NA
137,https://www.zoopla.co.uk//for-sale/details/54347246,Londres,SE23,Paxton Road London SE23,280000,46,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
138,https://www.zoopla.co.uk//for-sale/details/54347236,Hayes,UB3,Hesa Road Hayes UB3,436000,NA,vente,A,3,1,1,3 bed terraced house for sale,Maison,NA
139,https://www.zoopla.co.uk//for-sale/details/54347188,Londres,SE14,Hunsdon Road London SE14,775000,NA,vente,A,3,2,NA,3 bed terraced house for sale,Maison,NA
140,https://www.zoopla.co.uk//for-sale/details/54347178,Londres,NW10,Rucklidge Avenue London NW10,685000,NA,vente,A,3,NA,NA,3 bed property for sale,Maison avec jardin,NA
141,https://www.zoopla.co.uk//for-sale/details/54347177,Londres,NW10,Nightingale Road London NW10,499950,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
142,https://www.zoopla.co.uk//for-sale/details/54347173,Londres,NW9,Church Lane Kingsbury NW9,625000,NA,vente,A,3,1,1,3 bed semi-detached house for sale,Maison,NA
143,https://www.zoopla.co.uk//for-sale/details/54347171,Londres,SE14,Myers Lane Surrey Quays SE14,268000,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
144,https://www.zoopla.co.uk//for-sale/details/54347155,Londres,SW17,Robinson Road Colliers Wood SW17,328000,41,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
145,https://www.zoopla.co.uk//for-sale/details/54347119,Londres,E14,Panoramic Tower Poplar London E14,375000,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
146,https://www.zoopla.co.uk//for-sale/details/54347121,Barking,IG11,Schrier Ropeworks Barking Central Barking IG11,289995,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
147,https://www.zoopla.co.uk//for-sale/details/54347114,Londres,E15,Kerrison Road Stratford London E15,360000,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
148,https://www.zoopla.co.uk//for-sale/details/54347084,Surrey.,KT9,Bransby Road Chessington Surrey. KT9,320000,NA,vente,A,2,1,1,2 bed maisonette for sale,Maisonette,NA
149,https://www.zoopla.co.uk//for-sale/details/54347068, Croydon,CR0,Oaks Road Shirley Croydon Surrey CR0,1150000,NA,vente,A,5,NA,NA,5 bed detached house for sale,Maison,NA
150,https://www.zoopla.co.uk//for-sale/details/51739062,Chessington,KT9,Hunters Road Chessington KT9,550000,NA,vente,A,3,1,2,3 bed semi-detached house for sale,Maison,NA
151,https://www.zoopla.co.uk//for-sale/details/54346979,London,SW1X,Eaton Place London SW1X,4950000,NA,vente,A,2,2,2,2 bed flat for sale,Appartement,NA
152,https://www.zoopla.co.uk//for-sale/details/54346977,Londres,W8,Lexham Gardens London W8,1100000,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
153,https://www.zoopla.co.uk//for-sale/details/54346963,Londres,N15,Arnold Road Tottenham Haringey London N15,700000,NA,vente,A,4,NA,NA,4 bed end terrace house for sale,Maison,NA
154,https://www.zoopla.co.uk//new-homes/details/54346945,Londres,NW7,Millbrook Park Mill Hill NW7,465000,NA,vente,N,2,NA,NA,2 bed flat for sale,Appartement,NA
155,https://www.zoopla.co.uk//for-sale/details/54346938,Greenford,UB6,Greengate Greenford Middlesex UB6,525000,NA,vente,A,3,NA,NA,3 bed semi-detached house for sale,Maison,NA
156,https://www.zoopla.co.uk//for-sale/details/54346936,Londres,NW8,Addison House Grove End Road London NW8,529995,NA,vente,A,1,NA,NA,1 bed flat for sale,Appartement,NA
