,URL,pages,description,prix,Enchère ou vente,Frais sans enchère
5991,https://www.zoopla.co.uk//for-sale/details/54055460?search_identifier=9c41cec468fb72b3675f3898119552c5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=60,3 bed semi-detached house for sale,499950.0,vente,NA
9410,https://www.zoopla.co.uk//for-sale/details/53977424?search_identifier=1a3942ffe12dfa0a8f1ae730191f6c97,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=95,2 bed flat for sale,499950.0,vente,NA
5131,https://www.zoopla.co.uk//for-sale/details/54074850?search_identifier=8b456d5c332277964b4aeb5cfbc6d9ed,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=52,2 bed flat for sale,499950.0,vente,NA
4222,https://www.zoopla.co.uk//for-sale/details/54093156?search_identifier=4a383953bb5d5f63baf930d0fea37709,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=43,2 bed flat for sale,499950.0,vente,NA
1300,https://www.zoopla.co.uk//for-sale/details/54149012?search_identifier=3cfe3f584c71cef3e322c075eb10e2e9,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=14,3 bed terraced house for sale,499950.0,vente,NA
6505,https://www.zoopla.co.uk//for-sale/details/54044344?search_identifier=fb6d1e772d68bffb98839d55e6a6a60e,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=66,2 bed flat for sale,499950.0,vente,NA
8028,https://www.zoopla.co.uk//new-homes/details/54007051?search_identifier=132b4598d0b57ae63192f58eaf908d28,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=81,2 bed flat for sale,499950.0,vente,NA
7535,https://www.zoopla.co.uk//for-sale/details/54018674?search_identifier=39aa78fa1b8597596b773a636dceb381,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=76,3 bed flat for sale,499950.0,vente,NA
4066,https://www.zoopla.co.uk//new-homes/details/54095120?search_identifier=7a8541b13a993b61d4666d1416e42352,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=41,2 bed flat for sale,499950.0,vente,NA
7410,https://www.zoopla.co.uk//for-sale/details/54021037?search_identifier=81fa998cf134b141e2ec03ae9c4eb103,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=75,2 bed flat for sale,499950.0,vente,NA
8609,https://www.zoopla.co.uk//for-sale/details/53994804?search_identifier=ae4027b310421f37f8f05a5c6443bc54,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=87,2 bed property for sale,499950.0,vente,NA
4785,https://www.zoopla.co.uk//for-sale/details/54079715?search_identifier=cddf4390077aadc405d46f0373930128,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=48,3 bed terraced house for sale,499950.0,vente,NA
2993,https://www.zoopla.co.uk//for-sale/details/54115433?search_identifier=25971fe6e2637a7010d0b8b56ed1cfc2,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=30,3 bed semi-detached house for sale,499950.0,vente,NA
5936,https://www.zoopla.co.uk//for-sale/details/54056559?search_identifier=9c41cec468fb72b3675f3898119552c5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=60,2 bed semi-detached house for sale,499950.0,vente,NA
9618,https://www.zoopla.co.uk//for-sale/details/53972942?search_identifier=caef4a319a7642559fc5e78f9d4c4e3f,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=97,1 bed flat for sale,499950.0,vente,NA
1929,https://www.zoopla.co.uk//for-sale/details/54138187?search_identifier=0cb778de590597a515574175c255df80,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=20,2 bed bungalow for sale,499950.0,vente,NA
6403,https://www.zoopla.co.uk//for-sale/details/54045958?search_identifier=ba2b605830fffdb4450f724cb82c2b94,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=65,3 bed flat for sale,499950.0,vente,NA
8600,https://www.zoopla.co.uk//for-sale/details/53995036?search_identifier=ae4027b310421f37f8f05a5c6443bc54,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=87,2 bed flat for sale,499950.0,vente,NA
2961,https://www.zoopla.co.uk//for-sale/details/54115914?search_identifier=25971fe6e2637a7010d0b8b56ed1cfc2,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=30,3 bed flat for sale,499950.0,vente,NA
5316,https://www.zoopla.co.uk//for-sale/details/54070757?search_identifier=c410247bdd38ccbe0830fbc10e9adda2,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=54,3 bed end terrace house for sale,499950.0,vente,NA
98,https://www.zoopla.co.uk//for-sale/details/54169581?search_identifier=e431d2b21f8c113b686bf52a8d653f6a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0,3 bed semi-detached house for sale,499950.0,vente,NA
7541,https://www.zoopla.co.uk//for-sale/details/53570639?search_identifier=39aa78fa1b8597596b773a636dceb381,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=76,2 bed flat for sale,499950.0,vente,NA
424,https://www.zoopla.co.uk//for-sale/details/54165370?search_identifier=4b04934ec25d0fa93e83ae8b9deb67ef,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=5,4 bed terraced house for sale,499950.0,vente,NA
7028,https://www.zoopla.co.uk//for-sale/details/54029621?search_identifier=e9b573906f5159600ce7762f3637082a,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=71,2 bed flat for sale,499950.0,vente,NA
1446,https://www.zoopla.co.uk//for-sale/details/54145644?search_identifier=b689049719149171b1503742a6e12f89,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=15,2 bed flat for sale,499950.0,vente,NA
2633,https://www.zoopla.co.uk//for-sale/details/54121806?search_identifier=b2405fab13ec430939762f5907ff3366,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=27,2 bed flat for sale,499950.0,vente,NA
9915,https://www.zoopla.co.uk//for-sale/details/53966184?search_identifier=0650b4e1c619fcf5b85dd66fbc73cdce,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=100,3 bed terraced house for sale,499995.0,vente,NA
6523,https://www.zoopla.co.uk//new-homes/details/54043981?search_identifier=fb6d1e772d68bffb98839d55e6a6a60e,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=66,3 bed flat for sale,499995.0,vente,NA
2844,https://www.zoopla.co.uk//for-sale/details/54118606?search_identifier=1768e58e3707f3b23fb796f0ef9ce5bb,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=29,3 bed semi-detached house for sale,499995.0,vente,NA
5510,https://www.zoopla.co.uk//for-sale/details/54067405?search_identifier=0f534732f0d135b685a7958232c25b5b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=56,3 bed semi-detached house for sale,499995.0,vente,NA
1641,https://www.zoopla.co.uk//for-sale/details/54124867?search_identifier=8d5ef7abd61f7b0d233372bb90b5f0bc,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=17,2 bed terraced house for sale,499995.0,vente,NA
9211,https://www.zoopla.co.uk//for-sale/details/53980460?search_identifier=44f691af584fc0a76e5ac29f3de0057f,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=93,3 bed semi-detached house for sale,499995.0,vente,NA
8879,https://www.zoopla.co.uk//for-sale/details/53990884?search_identifier=a49d84a76d51c91593b6c41cc23a59fb,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=89,4 bed property for sale,499995.0,vente,NA
9509,https://www.zoopla.co.uk//for-sale/details/53974546?search_identifier=a5656084126786453cab24bdb8eed128,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=96,3 bed end terrace house for sale,499995.0,vente,NA
8872,https://www.zoopla.co.uk//for-sale/details/53990973?search_identifier=a49d84a76d51c91593b6c41cc23a59fb,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=89,4 bed property for sale,499995.0,vente,NA
4743,https://www.zoopla.co.uk//for-sale/details/54080230?search_identifier=cddf4390077aadc405d46f0373930128,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=48,3 bed terraced house for sale,499995.0,vente,NA
217,https://www.zoopla.co.uk//new-homes/details/54167955?search_identifier=4f4aae62b53cd91ca1efde5d676306f8,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=3,Studio for sale,499995.0,vente,NA
7619,https://www.zoopla.co.uk//for-sale/details/54017238?search_identifier=90c7d4111554be06a8cc1d4a52a2a993,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=77,2 bed flat for sale,499995.0,vente,NA
8482,https://www.zoopla.co.uk//for-sale/details/53998223?search_identifier=b2922a150ccef682e4c96f0219cdcb5b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=85,2 bed property for sale,499995.0,vente,NA
8160,https://www.zoopla.co.uk//for-sale/details/54004781?search_identifier=33b8af2a447234140f52656b515923c3,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=82,2 bed flat for sale,499995.0,vente,NA
8414,https://www.zoopla.co.uk//for-sale/details/54000408?search_identifier=b2922a150ccef682e4c96f0219cdcb5b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=85,1 bed flat for sale,499995.0,vente,NA
7295,https://www.zoopla.co.uk//for-sale/details/54023697?search_identifier=7ea405110a39dd30499c50861ac2b968,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=73,2 bed flat for sale,499999.0,vente,NA
1032,https://www.zoopla.co.uk//for-sale/details/54153674?search_identifier=fe807ecfbac015f02352bddcb4d44f93,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=11,1 bed flat for sale,499999.0,vente,NA
7453,https://www.zoopla.co.uk//for-sale/details/54020269?search_identifier=81fa998cf134b141e2ec03ae9c4eb103,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=75,1 bed flat for sale,499999.0,vente,NA
2611,https://www.zoopla.co.uk//for-sale/details/54122136?search_identifier=b2405fab13ec430939762f5907ff3366,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=27,1 bed flat for sale,499999.0,vente,NA
605,https://www.zoopla.co.uk//for-sale/details/54161773?search_identifier=7628ff5369be1389d7c928a9eb4c75d1,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=7,2 bed property for sale,499999.0,vente,NA
9026,https://www.zoopla.co.uk//for-sale/details/53987491?search_identifier=89032ca41787a980b71dc0421fe84f6e,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=91,1 bed flat for sale,499999.0,vente,NA
2007,https://www.zoopla.co.uk//for-sale/details/54137102?search_identifier=81df929a334627b4b26f5398e1ff779b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=21,3 bed end terrace house for sale,500000.0,vente,NA
2700,https://www.zoopla.co.uk//for-sale/details/54120580?search_identifier=aead6369aaf688945fcc6ca2557d2b20,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=28,4 bed terraced house for sale,500000.0,vente,NA
4117,https://www.zoopla.co.uk//new-homes/details/54094610?search_identifier=0c7007bf60077d229b892565fe7c0df3,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=42,1 bed flat for sale,500000.0,vente,NA
1541,https://www.zoopla.co.uk//for-sale/details/54144157?search_identifier=741597e526e0bc932b16b74bb1c9f5e5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=16,4 bed terraced house for sale,500000.0,vente,NA
4600,https://www.zoopla.co.uk//for-sale/details/54085351?search_identifier=572b0c58279461dfb83c64c7bb4df3f5,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=47,3 bed maisonette for sale,500000.0,vente,NA
2238,https://www.zoopla.co.uk//for-sale/details/54131707?search_identifier=7855bd28b4f8269093228e149b31c366,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=23,3 bed flat for sale,500000.0,vente,NA
190,https://www.zoopla.co.uk//for-sale/details/54168370?search_identifier=da4a7aa09a3e8961feb0847e3012d9d8,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=2,2 bed flat for sale,500000.0,vente,NA
7782,https://www.zoopla.co.uk//for-sale/details/54014466?search_identifier=ab3619dd29cee0ad1e842a39f75fb611,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=78,2 bed flat for sale,500000.0,vente,NA
6382,https://www.zoopla.co.uk//for-sale/details/54046308?search_identifier=f490103197de394e17cb927473b3767d,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=64,3 bed end terrace house for sale,500000.0,vente,NA
3747,https://www.zoopla.co.uk//for-sale/details/54101721?search_identifier=126ebb161c184d66f0c85a917d8aca4b,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=38,1 bed flat for sale,500000.0,vente,NA
3864,https://www.zoopla.co.uk//for-sale/details/54098961?search_identifier=821909f7980636a44357a204c6cd4dde,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=39,3 bed terraced house for sale,500000.0,vente,NA
2213,https://www.zoopla.co.uk//for-sale/details/54132107?search_identifier=7855bd28b4f8269093228e149b31c366,https://www.zoopla.co.uk/for-sale/property/london/?identifier=london&page_size=100&q=london&search_source=refine&radius=0&pn=23,3 bed semi-detached house for sale,500000.0,vente,NA
