,URL,ville,code postal,adresse,prix,surface,Enchère ou vente,Etat neuf ou ancien,Nombre de chambres,Nombre de SDB,Nombre de séjour,Description,Type bien,Aide
3480,https://www.zoopla.co.uk//for-sale/details/54106251?search_identifier=9dc7c865aa4092bf72c6a483b1191463, London,SW12,"Rudloe Road, London SW12",785000.0,NA,vente,A,2,1,NA,2 bed flat for sale,Appartement,NA
6509,https://www.zoopla.co.uk//new-homes/details/54044486?search_identifier=fb6d1e772d68bffb98839d55e6a6a60e, London,SW18,"Riverside Quarter, Wandsworth, London SW18",785000.0,NA,vente,N,2,NA,NA,2 bed flat for sale,Appartement,NA
5720,https://www.zoopla.co.uk//for-sale/details/54063817?search_identifier=20d287dba7a84f2a5f13a696af814b1a, London,N5,"Birchmore Walk, London N5",789000.0,NA,vente,A,4,1,1,4 bed terraced house for sale,Maison,NA
3463,https://www.zoopla.co.uk//for-sale/details/54106545?search_identifier=9dc7c865aa4092bf72c6a483b1191463, Teddington,TW11,"York Road, Teddington TW11",789950.0,NA,vente,A,3,2,2,3 bed property for sale,Maison avec jardin,NA
8587,https://www.zoopla.co.uk//new-homes/details/51430166?search_identifier=5f35bcae69a3ad3db52097326a52c397, London,NW6,"Kilburn Park Road, London NW6",789950.0,NA,vente,N,2,2,1,2 bed flat for sale,Appartement,NA
1495,https://www.zoopla.co.uk//new-homes/details/54144796?search_identifier=b689049719149171b1503742a6e12f89, London,W2,"Garrett Mansions, West End Gate, London W2",790000.0,NA,vente,N,1,1,1,1 bed flat for sale,Appartement,NA
5501,https://www.zoopla.co.uk//for-sale/details/54067753?search_identifier=0f534732f0d135b685a7958232c25b5b, London,EC1Y,"Whitecross Street, London EC1Y",790000.0,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
9272,https://www.zoopla.co.uk//for-sale/details/53979168?search_identifier=44f691af584fc0a76e5ac29f3de0057f, Southwark,SE1,"Davies House, Brigade Court, Southwark SE1",790000.0,NA,vente,A,NA,NA,NA,Studio for sale,Studio,NA
2717,https://www.zoopla.co.uk//for-sale/details/54120562?search_identifier=aead6369aaf688945fcc6ca2557d2b20, London,E14,"Talisman Tower, 6 Lincoln Plaza, London E14",790000.0,NA,vente,A,3,2,1,3 bed flat for sale,Appartement,NA
8284,https://www.zoopla.co.uk//new-homes/details/54002743?search_identifier=f327b53a9fc4ed692076843b7ed28cb9, Marylebone,W2,"Garrett Mansions, West End Gate, Marylebone W2",790000.0,NA,vente,N,1,1,1,1 bed flat for sale,Appartement,NA
8218,https://www.zoopla.co.uk//for-sale/details/54004079?search_identifier=f327b53a9fc4ed692076843b7ed28cb9, Worcester Park,KT4,"Westmount Close, Worcester Park KT4",790000.0,NA,vente,A,5,255,1,5 bed semi-detached house for sale,Maison,NA
5433,https://www.zoopla.co.uk//new-homes/details/54068440?search_identifier=2947b15dd8dbdfa4fa1d243f925218c7, Greenwich Peninsula,SE10,"2 Cutter Lane, Greenwich Peninsula SE10",790000.0,80.639804,vente,N,2,2,1,2 bed flat for sale,Appartement,NA
60,https://www.zoopla.co.uk//new-homes/details/54171258?search_identifier=e431d2b21f8c113b686bf52a8d653f6a, London,SW6,"King's Road Park, King's Road, London SW6",790000.0,NA,vente,N,1,NA,NA,1 bed flat for sale,Appartement,NA
6812,https://www.zoopla.co.uk//for-sale/details/46985219?search_identifier=1abf4aab03a50d661349b059887038a8, London,W10,"Kilburn Lane, London W10",795000.0,NA,vente,A,2,1,2,2 bed terraced house for sale,Maison,NA
8373,https://www.zoopla.co.uk//for-sale/details/54001468?search_identifier=e25c9b19ff1e3e21c7a147c4ac5a3d89, London,SW11,"Bolingbroke Grove, London SW11",795000.0,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
6654,https://www.zoopla.co.uk//for-sale/details/54040819?search_identifier=5f379b47885253facf691c9da832d0ff, London,N4,"Elyne Road, Stroud Green, London N4",795000.0,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
5487,https://www.zoopla.co.uk//for-sale/details/54067941?search_identifier=2947b15dd8dbdfa4fa1d243f925218c7, London,W2,"Southwick Street, London W2",795000.0,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
9949,https://www.zoopla.co.uk//for-sale/details/53965682?search_identifier=0650b4e1c619fcf5b85dd66fbc73cdce, London,EC1V,"Canaletto Tower, Old Street, London EC1V",795000.0,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
7426,https://www.zoopla.co.uk//for-sale/details/52319885?search_identifier=81fa998cf134b141e2ec03ae9c4eb103, Stanmore,HA7,"Warren Lane, Stanmore HA7",795000.0,NA,vente,A,2,1,1,2 bed detached house for sale,Maison,NA
7640,https://www.zoopla.co.uk//for-sale/details/54017100?search_identifier=90c7d4111554be06a8cc1d4a52a2a993, London,W5,"Kerrison Road, London W5",795000.0,122.074542,vente,A,3,1,1,3 bed flat for sale,Appartement,NA
6942,https://www.zoopla.co.uk//for-sale/details/54031454?search_identifier=b4c3dbcd616bf46f8c93e6328d143367, Ealing,W5,"Kerrison Road, Ealing W5",795000.0,122,vente,A,3,1,1,3 bed maisonette for sale,Maisonette,NA
9453,https://www.zoopla.co.uk//for-sale/details/53975850?search_identifier=1a3942ffe12dfa0a8f1ae730191f6c97, Beckenham,BR3,"Hampden Road, Beckenham BR3",795000.0,NA,vente,A,4,1,2,4 bed terraced house for sale,Maison,NA
8875,https://www.zoopla.co.uk//for-sale/details/53991054?search_identifier=a49d84a76d51c91593b6c41cc23a59fb, London,SW11,"Bowden House, Prince Of Wales Drive, Palmer Road, London SW11",795000.0,59,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
1014,https://www.zoopla.co.uk//for-sale/details/54154049?search_identifier=fe807ecfbac015f02352bddcb4d44f93, Uxbridge,UB8,"Harefield Road, Uxbridge UB8",795000.0,NA,vente,A,4,2,1,4 bed detached bungalow for sale,Bungalow,NA
5625,https://www.zoopla.co.uk//for-sale/details/54065713?search_identifier=a1c48676b0bfa0cd1b3eb1e8b018ffdd, London,N8,"Uplands Road, London N8",795000.0,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
1851,https://www.zoopla.co.uk//for-sale/details/54139486?search_identifier=92c224e336c3061160fdc18c13247ef4, London,NW3,"Belsize Avenue, London NW3",795000.0,82,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
3239,https://www.zoopla.co.uk//for-sale/details/49985429?search_identifier=5ca92ebc399a151af28b9cfe6a327213, Canary Wharf,E14,"Horizons Tower, Canary Wharf E14",795000.0,NA,vente,A,3,2,1,3 bed flat for sale,Appartement,NA
6770,https://www.zoopla.co.uk//for-sale/details/54035667?search_identifier=71875a417683f11ff7d7eefc45d4e42c, Mill Hill,NW7,"Marsh Lane, Mill Hill NW7",795000.0,NA,vente,A,4,NA,NA,4 bed semi-detached house for sale,Maison,NA
2505,https://www.zoopla.co.uk//for-sale/details/54124924?search_identifier=c7f699d8dc072d33fa2bb65cbe563ec6, Kent,TN14,"Stonehouse Road, Halstead, Sevenoaks, Kent TN14",795000.0,NA,vente,A,5,3,3,5 bed bungalow for sale,Bungalow,NA
9538,https://www.zoopla.co.uk//for-sale/details/53974328?search_identifier=a5656084126786453cab24bdb8eed128, Brentford,TW8,"Hamilton Road, Brentford TW8",795000.0,124.397117,vente,A,3,1,2,3 bed end terrace house for sale,Maison,NA
5255,https://www.zoopla.co.uk//for-sale/details/54072359?search_identifier=0f8d38b7510155545dba4f8a3ff32365, London,W2,"The Water Gardens, London W2",795000.0,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
6679,https://www.zoopla.co.uk//for-sale/details/54040055?search_identifier=5f379b47885253facf691c9da832d0ff, Wimbledon,SW19,"Hartfield Crescent, Wimbledon SW19",795000.0,NA,vente,A,2,2,2,2 bed property for sale,Maison avec jardin,NA
6678,https://www.zoopla.co.uk//for-sale/details/54040046?search_identifier=5f379b47885253facf691c9da832d0ff, West Hendon,NW9,"Stuart Avenue, The Hyde, West Hendon NW9",795000.0,NA,vente,A,5,4,1,5 bed semi-detached house for sale,Maison,NA
5357,https://www.zoopla.co.uk//for-sale/details/52018898?search_identifier=c410247bdd38ccbe0830fbc10e9adda2, London,E11,"Twickenham Road, London E11",795000.0,NA,vente,A,4,NA,NA,4 bed terraced house for sale,Maison,NA
7526,https://www.zoopla.co.uk//for-sale/details/54019043?search_identifier=39aa78fa1b8597596b773a636dceb381, London,SW6,"Porteus Apartments, Britannia Road, Fulham, London SW6",795000.0,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
4855,https://www.zoopla.co.uk//for-sale/details/54078669?search_identifier=6e021a797919b125b060dfed191d21b4, London,W6,"Lochaline Street, Hammersmith, London W6",795000.0,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
8341,https://www.zoopla.co.uk//for-sale/details/54001922?search_identifier=e25c9b19ff1e3e21c7a147c4ac5a3d89, London,SW1P,"Vincent Square, London SW1P",795000.0,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
8483,https://www.zoopla.co.uk//for-sale/details/53998399?search_identifier=b2922a150ccef682e4c96f0219cdcb5b, Putney Heath,SW15,"Putney Hill, Putney Heath SW15",795000.0,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
4280,https://www.zoopla.co.uk//for-sale/details/54092256?search_identifier=4a383953bb5d5f63baf930d0fea37709, Teddington,TW11,"York Road, Teddington TW11",795000.0,NA,vente,A,4,2,2,4 bed terraced house for sale,Maison,NA
8670,https://www.zoopla.co.uk//new-homes/details/53994102?search_identifier=ae4027b310421f37f8f05a5c6443bc54, London,SE11,"Vauxhall Street, London SE11",795000.0,NA,vente,N,2,2,1,2 bed flat for sale,Appartement,NA
860,https://www.zoopla.co.uk//for-sale/details/52617995?search_identifier=53e48c5723f36dcf12d90e69a71ff408, Cricklewood,NW2,"Oak Grove, Cricklewood NW2",795000.0,NA,vente,A,3,2,1,3 bed terraced house for sale,Maison,NA
6295,https://www.zoopla.co.uk//for-sale/details/52236806?search_identifier=3a76a2eb752c667ddea6c669b3a4288b, London,NW1,"Regents Park Road, Primrose Hill, London NW1",795000.0,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
5284,https://www.zoopla.co.uk//for-sale/details/48296021?search_identifier=0f8d38b7510155545dba4f8a3ff32365, London,NW1,"Regents Park Road, Primrose Hill, London NW1",795000.0,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
4731,https://www.zoopla.co.uk//for-sale/details/54080702?search_identifier=cddf4390077aadc405d46f0373930128, London,NW6,"Priory Park Road, London NW6",795000.0,NA,vente,A,3,2,1,3 bed flat for sale,Appartement,NA
7499,https://www.zoopla.co.uk//for-sale/details/53926858?search_identifier=81fa998cf134b141e2ec03ae9c4eb103, London,SE1,"Southwark Bridge Road, London SE1",795000.0,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
4598,https://www.zoopla.co.uk//for-sale/details/54085511?search_identifier=cf88198ac198078c89cdfd0b11a6cb2a, Cheam,SM1,"Alberta Avenue, Cheam SM1",795000.0,NA,vente,A,4,1,2,4 bed detached house for sale,Maison,NA
613,https://www.zoopla.co.uk//for-sale/details/54161825?search_identifier=7628ff5369be1389d7c928a9eb4c75d1, Middlesex,HA7,"The Limes, Stanmore, Middlesex HA7",795000.0,96,vente,A,2,1,1,2 bed cottage for sale,Cottage,NA
2989,https://www.zoopla.co.uk//for-sale/details/54115715?search_identifier=25971fe6e2637a7010d0b8b56ed1cfc2, London,W8,"Kensington Court, London W8",795950.0,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
2781,https://www.zoopla.co.uk//for-sale/details/54119790?search_identifier=aead6369aaf688945fcc6ca2557d2b20, London,W8,"Kensington Court, London W8",795950.0,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
9424,https://www.zoopla.co.uk//new-homes/details/53977415?search_identifier=1a3942ffe12dfa0a8f1ae730191f6c97, London,SW11,"Queenstown Road, London SW11",796000.0,60,vente,N,1,1,1,1 bed flat for sale,Appartement,NA
8521,https://www.zoopla.co.uk//for-sale/details/53997259?search_identifier=5f35bcae69a3ad3db52097326a52c397, Chelsfield,BR6,"Warren Road, Chelsfield BR6",798000.0,NA,vente,A,4,2,4,4 bed detached house for sale,Maison,NA
1667,https://www.zoopla.co.uk//new-homes/details/52169859?search_identifier=8d5ef7abd61f7b0d233372bb90b5f0bc, London,NW1,"Centric Close, Oval Road, London NW1",799000.0,81.475931,vente,N,2,2,NA,2 bed flat for sale,Appartement,NA
9571,https://www.zoopla.co.uk//new-homes/details/53973811?search_identifier=a5656084126786453cab24bdb8eed128, London,NW10,"Lakeside Drive, Park Royal, London NW10",799000.0,75.530139,vente,N,2,2,NA,2 bed flat for sale,Appartement,NA
8953,https://www.zoopla.co.uk//for-sale/details/53989707?search_identifier=ae7571eb27cdceacec80290edf19116a, London,E8,"Broadway Market, London E8",799000.0,NA,vente,A,2,3,2,2 bed flat for sale,Appartement,NA
1264,https://www.zoopla.co.uk//for-sale/details/54149652?search_identifier=e8a31cfb56cfc8829bdea22a56efac86, Brentford,TW8,"Whitestile Road, Brentford TW8",799000.0,NA,vente,A,4,2,2,4 bed terraced house for sale,Maison,NA
2086,https://www.zoopla.co.uk//new-homes/details/54136222?search_identifier=81df929a334627b4b26f5398e1ff779b, London,EC1Y,"The Denizen, Golden Lane, Barbican, City Of London, London EC1Y",799000.0,NA,vente,N,1,1,1,1 bed flat for sale,Appartement,NA
6862,https://www.zoopla.co.uk//for-sale/details/50999401?search_identifier=1abf4aab03a50d661349b059887038a8, Dollis Hill,NW10,"Aberdeen Road, Dollis Hill NW10",799000.0,143.720941,vente,A,4,3,1,4 bed terraced house for sale,Maison,NA
43,https://www.zoopla.co.uk//new-homes/details/54171379?search_identifier=e431d2b21f8c113b686bf52a8d653f6a, London,SW8,"Pinto Tower, Nine Elms, London SW8",799000.0,73,vente,N,2,2,1,2 bed flat for sale,Appartement,NA
2885,https://www.zoopla.co.uk//for-sale/details/54117889?search_identifier=1768e58e3707f3b23fb796f0ef9ce5bb, Twickenham,TW1,"Hawkesley Close, Twickenham TW1",799950.0,NA,vente,A,3,2,1,3 bed town house for sale,Maison,NA
3134,https://www.zoopla.co.uk//for-sale/details/54112139?search_identifier=e0ee2bc9f7f06ac362fecc655241c48c, London,W13,"Dudley Gardens, Ealing, London W13",799950.0,NA,vente,A,3,NA,NA,3 bed terraced house for sale,Maison,NA
5613,https://www.zoopla.co.uk//for-sale/details/47960330?search_identifier=a1c48676b0bfa0cd1b3eb1e8b018ffdd, London,N4,"Rumsey Mews, Islington, London N4",799950.0,NA,vente,A,3,1,1,3 bed end terrace house for sale,Maison,NA
4376,https://www.zoopla.co.uk//for-sale/details/54090986?search_identifier=c896488009676d2754e19f5d80e08912, Isleworth,TW7,"Nottingham Road, Isleworth TW7",799950.0,NA,vente,A,4,2,2,4 bed property for sale,Maison avec jardin,NA
1154,https://www.zoopla.co.uk//for-sale/details/54151218?search_identifier=23a43f2fe22e23116a4f7dab9e3cf741, London,NW10,"Hamilton Road, London NW10",799950.0,149,vente,A,4,2,2,4 bed detached house for sale,Maison,NA
6729,https://www.zoopla.co.uk//for-sale/details/54038399?search_identifier=71875a417683f11ff7d7eefc45d4e42c, London,SW1V,"Denbigh Street, London SW1V",799950.0,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
3533,https://www.zoopla.co.uk//for-sale/details/46463753?search_identifier=4ca3ac5f42f9829a770bdf952ab50893, London,SW13,"Madrid Road, London SW13",799950.0,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
5309,https://www.zoopla.co.uk//for-sale/details/54071154?search_identifier=c410247bdd38ccbe0830fbc10e9adda2, London,NW10,"Sonia Gardens, London NW10",799950.0,NA,vente,A,3,NA,NA,3 bed semi-detached house for sale,Maison,NA
3200,https://www.zoopla.co.uk//for-sale/details/54111178?search_identifier=5ca92ebc399a151af28b9cfe6a327213, Surrey,KT4,"Worcester Park, Surrey KT4",799950.0,NA,vente,A,5,2,2,5 bed semi-detached house for sale,Maison,NA
2135,https://www.zoopla.co.uk//for-sale/details/54135712?search_identifier=485f3d09a6279ecdebd5fa1f71aab668, London,NW2,"Dollis Hill Lane, London NW2",799950.0,112,vente,A,3,1,2,3 bed semi-detached house for sale,Maison,NA
4695,https://www.zoopla.co.uk//new-homes/details/54081239?search_identifier=572b0c58279461dfb83c64c7bb4df3f5, London,N12,"Holden Road, North Finchley, London N12",799950.0,NA,vente,N,3,2,1,3 bed flat for sale,Appartement,NA
7296,https://www.zoopla.co.uk//for-sale/details/54023896?search_identifier=7ea405110a39dd30499c50861ac2b968, Ealing,W5,"Airedale Road, Ealing W5",799950.0,99.963628,vente,A,3,1,2,3 bed end terrace house for sale,Maison,NA
8448,https://www.zoopla.co.uk//for-sale/details/54000020?search_identifier=b2922a150ccef682e4c96f0219cdcb5b, Harrow,HA2,"Manor Way, Harrow HA2",799950.0,139.3545,vente,A,4,2,3,4 bed semi-detached house for sale,Maison,NA
4985,https://www.zoopla.co.uk//for-sale/details/54076978?search_identifier=238a937a86f4d76a7dc6f3df0d7bb5a0, London,NW3,"Glenilla Road, London NW3",799950.0,82.49786399999999,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
3251,https://www.zoopla.co.uk//for-sale/details/54110712?search_identifier=5ca92ebc399a151af28b9cfe6a327213, London,NW3,"Glenilla Road, Belsize Park, London NW3",799950.0,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
7193,https://www.zoopla.co.uk//for-sale/details/54025814?search_identifier=3559a321ded243157189dcbe56388e71, Teddington,TW11,"Railway Road, Teddington TW11",799950.0,NA,vente,A,3,2,1,3 bed detached house for sale,Maison,NA
9050,https://www.zoopla.co.uk//for-sale/details/52621393?search_identifier=89032ca41787a980b71dc0421fe84f6e, Harrow,HA3,"Elms Road, Harrow Weald, Harrow HA3",799950.0,NA,vente,A,5,2,2,5 bed semi-detached house for sale,Maison,NA
4927,https://www.zoopla.co.uk//for-sale/details/54077647?search_identifier=238a937a86f4d76a7dc6f3df0d7bb5a0, Sidcup,DA14,"Birchwood Avenue, Sidcup DA14",799950.0,NA,vente,A,4,2,3,4 bed detached house for sale,Maison,NA
1158,https://www.zoopla.co.uk//new-homes/details/54151104?search_identifier=23a43f2fe22e23116a4f7dab9e3cf741, Eastcote,HA5,"Field End Road, Eastcote HA5",799950.0,118.544228,vente,N,3,2,1,3 bed flat for sale,Appartement,NA
1844,https://www.zoopla.co.uk//for-sale/details/46652315?search_identifier=92c224e336c3061160fdc18c13247ef4, Teddington,TW11,"Railway Road, Teddington TW11",799950.0,NA,vente,A,4,2,2,4 bed end terrace house for sale,Maison,NA
5316,https://www.zoopla.co.uk//new-homes/details/54071024?search_identifier=c410247bdd38ccbe0830fbc10e9adda2, Nine Elms,SW8,"Collett House, 50 Wandsworth Road, Nine Elms SW8",799950.0,NA,vente,N,2,2,1,2 bed flat for sale,Appartement,NA
2561,https://www.zoopla.co.uk//for-sale/details/54124202?search_identifier=c7f699d8dc072d33fa2bb65cbe563ec6, Harrow,HA1,"Whitehall Road, Harrow-On-The-Hill, Harrow HA1",799995.0,NA,vente,A,4,NA,NA,4 bed semi-detached house for sale,Maison,NA
9656,https://www.zoopla.co.uk//new-homes/details/53972298?search_identifier=caef4a319a7642559fc5e78f9d4c4e3f, London,SE3,"Pinto Way, London SE3",799995.0,NA,vente,N,3,2,1,3 bed flat for sale,Appartement,NA
2139,https://www.zoopla.co.uk//for-sale/details/54135634?search_identifier=485f3d09a6279ecdebd5fa1f71aab668, London,SW17,"Lyveden Road, Colliers Wood, London SW17",799999.0,NA,vente,A,4,1,2,4 bed terraced house for sale,Maison,NA
5729,https://www.zoopla.co.uk//for-sale/details/54063770?search_identifier=20d287dba7a84f2a5f13a696af814b1a, London,N12,"Holden Road, London N12",799999.0,120,vente,A,3,2,1,3 bed flat for sale,Appartement,NA
4361,https://www.zoopla.co.uk//for-sale/details/54091202?search_identifier=c896488009676d2754e19f5d80e08912, London,SE16,"Horatio Court, 151 Rotherhithe Street, London SE16",800000.0,NA,vente,A,3,2,1,3 bed flat for sale,Appartement,NA
2807,https://www.zoopla.co.uk//for-sale/details/54119417?search_identifier=1768e58e3707f3b23fb796f0ef9ce5bb, London,SE13,"Fernbrook Road, Hither Green, London SE13",800000.0,NA,vente,A,4,2,2,4 bed terraced house for sale,Maison,NA
903,https://www.zoopla.co.uk//for-sale/details/54157014?search_identifier=40eb412b77e323cbd846caf27f840b62, Ewell,KT17,"St.James Avenue, Ewell KT17",800000.0,NA,vente,A,3,1,2,3 bed detached house for sale,Maison,NA
5236,https://www.zoopla.co.uk//for-sale/details/54073022?search_identifier=0f8d38b7510155545dba4f8a3ff32365, London,W12,"Percy Road, London W12",800000.0,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
3092,https://www.zoopla.co.uk//for-sale/details/54112784?search_identifier=ae19cf55e1b8f615f85bc82ca1b01fb1, London,N14,"Crown Lane, London N14",800000.0,NA,vente,A,3,1,2,3 bed semi-detached house for sale,Maison,NA
2520,https://www.zoopla.co.uk//for-sale/details/54124611?search_identifier=c7f699d8dc072d33fa2bb65cbe563ec6, .,KT4,"Worcester Park, Surrey, . KT4",800000.0,NA,vente,A,4,NA,NA,4 bed semi-detached house for sale,Maison,NA
9794,https://www.zoopla.co.uk//for-sale/details/53969747?search_identifier=8fbaba4bb000c1682feb6a45a150501f, London,SW13,"Castelnau Gardens, London SW13",800000.0,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
8708,https://www.zoopla.co.uk//for-sale/details/53993755?search_identifier=bc580ae5322c677e87215cf5ebf4d761, London,N3,"Clifton Road, London N3",800000.0,NA,vente,A,5,2,3,5 bed terraced house for sale,Maison,NA
